method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order
lwf,4,2,2,T1_renal,1,0.8333,0.8333,0.0,0.0216,0.0003,0.6557,0.1226,0.7,6,4.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
lwf,4,2,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,0.1892,0.529,0.1511,0.8,6,4.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
lwf,4,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.0401,0.5033,0.138,0.7,6,3.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
lwf,4,4,2,T1_renal,1,0.8333,0.8333,0.0952,0.0111,-0.2557,0.4964,0.1411,0.7,6,8.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
lwf,4,4,2,T2_breast,2,0.5,0.5,1.0,-0.0,-0.1664,0.4092,0.1802,0.8667,6,8.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,1,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-1.0558,0.5853,0.1498,0.8,6,1.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,1,2,T1_renal,1,0.8333,0.8333,0.1667,0.119,-0.4805,0.6326,0.1399,0.8,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,1,2,T2_breast,2,1.0,1.0,1.0,0.0,0.602,0.6159,0.1161,0.7667,6,3.4,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.8416,0.6638,0.1212,0.7,6,2.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,2,2,T1_renal,1,0.8333,0.8333,0.2222,0.0332,0.116,0.6731,0.1174,0.7,6,6.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,2,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,0.2357,0.5537,0.1404,0.8,6,6.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.0401,0.5033,0.138,0.7,6,2.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,4,2,T1_renal,1,0.6667,0.6667,0.0714,0.0204,-0.6609,0.4973,0.1439,0.7,6,9.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
replay,4,4,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,0.1045,0.4127,0.1762,0.8667,6,9.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,1,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-1.0558,0.5853,0.1498,0.8,6,1.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,1,2,T1_renal,1,0.8333,0.8333,0.3333,0.0545,-0.4941,0.6008,0.1472,0.8,6,3.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,1,2,T2_breast,2,1.0,1.0,1.0,0.0,0.5901,0.5929,0.1276,0.7667,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.8416,0.6638,0.1212,0.7,6,1.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,2,2,T1_renal,1,0.6667,0.6667,0.1111,0.0094,-0.1676,0.6591,0.1229,0.7,6,5.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,2,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.253,0.5279,0.1518,0.8,6,5.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.0401,0.5033,0.138,0.7,6,3.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,4,2,T1_renal,1,0.8333,0.8333,0.1508,0.0051,-0.3405,0.4981,0.1419,0.7,6,10.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
distill,4,4,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,-0.0326,0.4097,0.1782,0.8667,6,10.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,1,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-1.0558,0.5853,0.1498,0.8,6,1.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,1,2,T1_renal,1,0.6667,0.6667,0.1667,0.0472,-0.6103,0.6052,0.1476,0.8,6,2.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,1,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.6044,0.606,0.1228,0.7667,6,2.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
