method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,2,1,1,esca,1,0.875,0.8667,1.0,0.0,-0.2449,0.8679,15,13.6,can,main
seqft,2,1,2,esca,1,0.8661,0.8667,0.1333,0.5137,0.2835,0.8679,15,57.8,can,main
seqft,2,1,2,lung,2,0.8858,0.8842,1.0,-0.0,0.1269,0.7639,95,58.5,can,main
seqft,2,1,3,esca,1,0.9375,0.9333,0.0,0.2436,0.1161,0.8679,15,93.3,can,main
seqft,2,1,3,lung,2,0.7518,0.7474,0.0211,0.3551,0.165,0.7639,95,94.1,can,main
seqft,2,1,3,rcc,3,0.9796,0.9737,1.0,-0.0,0.8926,0.8511,76,94.8,can,main
seqft,2,1,4,esca,1,0.8036,0.8,0.0,0.253,0.0114,0.8679,15,137.1,can,main
seqft,2,1,4,lung,2,0.7198,0.7158,0.0211,0.482,-0.1449,0.7639,95,137.9,can,main
seqft,2,1,4,rcc,3,0.9157,0.9342,0.0658,0.2992,0.826,0.8511,76,138.5,can,main
seqft,2,1,4,brca,4,0.8083,0.8817,1.0,-0.0,0.221,0.6575,93,139.2,can,main
seqft,2,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0808,0.8393,15,15.5,can,main
seqft,2,2,2,esca,1,0.8661,0.8667,0.1111,0.1366,-0.252,0.8393,15,92.6,can,main
seqft,2,2,2,lung,2,0.8538,0.8526,1.0,0.0,-0.0362,0.7886,95,94.0,can,main
seqft,2,2,3,esca,1,0.9375,0.9333,0.2222,0.0533,0.063,0.8393,15,154.8,can,main
seqft,2,2,3,lung,2,0.8871,0.8842,0.0877,0.1134,-0.0297,0.7886,95,156.2,can,main
seqft,2,2,3,rcc,3,0.9694,0.9605,1.0,0.0,0.4142,0.9083,76,157.2,can,main
seqft,2,2,4,esca,1,0.7946,0.8,0.2222,0.084,-0.1522,0.8393,15,234.1,can,main
seqft,2,2,4,lung,2,0.8334,0.8316,0.0842,0.1251,0.0964,0.7886,95,235.5,can,main
seqft,2,2,4,rcc,3,0.887,0.9079,0.1009,0.0962,0.3641,0.9083,76,236.6,can,main
seqft,2,2,4,brca,4,0.894,0.9247,1.0,-0.0,0.1433,0.7351,93,237.9,can,main
seqft,2,4,1,esca,1,0.9375,0.9333,1.0,-0.0,0.1525,0.8714,15,22.9,can,main
seqft,2,4,2,esca,1,0.9286,0.9333,0.186,0.0157,0.1436,0.8714,15,173.7,can,main
seqft,2,4,2,lung,2,0.8654,0.8632,1.0,-0.0,0.0099,0.8266,95,176.7,can,main
seqft,2,4,3,esca,1,0.8036,0.8,0.1111,0.0173,-0.044,0.8714,15,298.5,can,main
seqft,2,4,3,lung,2,0.8361,0.8316,0.1172,0.0138,-0.0247,0.8266,95,301.6,can,main
seqft,2,4,3,rcc,3,0.9407,0.9342,1.0,-0.0,0.1966,0.9029,76,303.9,can,main
seqft,2,4,4,esca,1,0.9375,0.9333,0.1333,0.0254,0.0666,0.8714,15,448.6,can,main
seqft,2,4,4,lung,2,0.8449,0.8421,0.0745,0.0165,-0.0857,0.8266,95,451.3,can,main
seqft,2,4,4,rcc,3,0.8953,0.9079,0.1167,0.0193,0.1927,0.9029,76,453.4,can,main
seqft,2,4,4,brca,4,0.7166,0.8602,1.0,-0.0,0.0645,0.8358,93,456.1,can,main
ewc,2,1,1,esca,1,0.875,0.8667,1.0,0.0,-0.2449,0.8679,15,6.9,can,main
ewc,2,1,2,esca,1,0.8661,0.8667,0.1333,0.4028,0.4647,0.8679,15,59.3,can,main
ewc,2,1,2,lung,2,0.8756,0.8737,1.0,-0.0,0.1361,0.7639,95,60.0,can,main
ewc,2,1,3,esca,1,0.9375,0.9333,0.0,0.2294,0.588,0.8679,15,108.8,can,main
ewc,2,1,3,lung,2,0.8647,0.8632,0.2,0.2565,0.2082,0.7639,95,109.6,can,main
ewc,2,1,3,rcc,3,0.9119,0.9079,1.0,0.0,0.7184,0.8511,76,110.2,can,main
ewc,2,1,4,esca,1,0.7946,0.8,0.0667,0.1862,0.4003,0.8679,15,178.0,can,main
ewc,2,1,4,lung,2,0.7471,0.7474,0.0737,0.3689,0.1924,0.7639,95,178.8,can,main
ewc,2,1,4,rcc,3,0.8851,0.8947,0.1579,0.1162,0.7887,0.8511,76,179.4,can,main
ewc,2,1,4,brca,4,0.9271,0.9462,1.0,-0.0,0.4677,0.6575,93,180.2,can,main
ewc,2,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0808,0.8393,15,13.0,can,main
ewc,2,2,2,esca,1,0.7946,0.8,0.1111,0.1173,-0.3306,0.8393,15,105.1,can,main
ewc,2,2,2,lung,2,0.8749,0.8737,1.0,-0.0,-0.0003,0.7886,95,106.7,can,main
ewc,2,2,3,esca,1,0.9375,0.9333,0.2222,0.0414,0.0672,0.8393,15,199.1,can,main
ewc,2,2,3,lung,2,0.8762,0.8737,0.1439,0.093,0.0128,0.7886,95,200.9,can,main
ewc,2,2,3,rcc,3,0.9509,0.9474,1.0,-0.0,0.3802,0.9083,76,202.2,can,main
ewc,2,2,4,esca,1,0.9375,0.9333,0.1556,0.0602,-0.1819,0.8393,15,334.2,can,main
ewc,2,2,4,lung,2,0.8035,0.8,0.0702,0.1325,-0.1312,0.7886,95,335.7,can,main
ewc,2,2,4,rcc,3,0.9713,0.9737,0.1798,0.0593,0.439,0.9083,76,336.9,can,main
ewc,2,2,4,brca,4,0.894,0.9247,1.0,-0.0,0.2072,0.7351,93,338.4,can,main
ewc,2,4,1,esca,1,0.9375,0.9333,1.0,-0.0,0.1525,0.8714,15,25.1,can,main
ewc,2,4,2,esca,1,0.8661,0.8667,0.2959,0.0139,-0.0345,0.8714,15,208.5,can,main
ewc,2,4,2,lung,2,0.8551,0.8526,1.0,-0.0,0.0205,0.8266,95,211.3,can,main
ewc,2,4,3,esca,1,0.9375,0.9333,0.1492,0.0178,-0.0315,0.8714,15,383.5,can,main
ewc,2,4,3,lung,2,0.8558,0.8526,0.1335,0.0104,-0.0735,0.8266,95,386.5,can,main
ewc,2,4,3,rcc,3,0.9509,0.9474,1.0,-0.0,0.1972,0.9029,76,389.0,can,main
ewc,2,4,4,esca,1,0.9375,0.9333,0.0825,0.0201,-0.0514,0.8714,15,636.9,can,main
ewc,2,4,4,lung,2,0.8456,0.8421,0.0921,0.0124,-0.0694,0.8266,95,639.7,can,main
ewc,2,4,4,rcc,3,0.9611,0.9605,0.1117,0.0127,0.1796,0.9029,76,641.9,can,main
ewc,2,4,4,brca,4,0.5917,0.8172,1.0,-0.0,0.0035,0.8358,93,644.5,can,main
lwf,2,1,1,esca,1,0.875,0.8667,1.0,0.0,-0.2449,0.8679,15,7.1,can,main
lwf,2,1,2,esca,1,0.9375,0.9333,0.2667,0.1125,0.6126,0.8679,15,53.0,can,main
lwf,2,1,2,lung,2,0.8762,0.8737,1.0,-0.0,0.0394,0.7639,95,53.7,can,main
lwf,2,1,3,esca,1,0.9375,0.9333,0.2,0.1497,0.5876,0.8679,15,90.9,can,main
lwf,2,1,3,lung,2,0.7913,0.7895,0.0737,0.1363,0.0969,0.7639,95,91.8,can,main
lwf,2,1,3,rcc,3,0.9592,0.9474,1.0,0.0,0.8143,0.8511,76,92.4,can,main
lwf,2,1,4,esca,1,0.8661,0.8667,0.0,0.1457,0.5266,0.8679,15,138.3,can,main
lwf,2,1,4,lung,2,0.8749,0.8737,0.1895,0.0765,0.1298,0.7639,95,139.1,can,main
lwf,2,1,4,rcc,3,0.9119,0.9079,0.1053,0.0737,0.8023,0.8511,76,139.7,can,main
lwf,2,1,4,brca,4,0.8745,0.9247,1.0,-0.0,0.3757,0.6575,93,140.4,can,main
lwf,2,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0808,0.8393,15,12.5,can,main
lwf,2,2,2,esca,1,0.9375,0.9333,0.2889,0.0348,0.0594,0.8393,15,103.5,can,main
lwf,2,2,2,lung,2,0.8436,0.8421,1.0,-0.0,-0.0595,0.7886,95,104.9,can,main
lwf,2,2,3,esca,1,0.9375,0.9333,0.2889,0.0297,0.0677,0.8393,15,175.9,can,main
lwf,2,2,3,lung,2,0.8647,0.8632,0.2596,0.0123,-0.125,0.7886,95,177.3,can,main
lwf,2,2,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.3643,0.9083,76,178.4,can,main
lwf,2,2,4,esca,1,0.9375,0.9333,0.2889,0.0443,0.0643,0.8393,15,264.5,can,main
lwf,2,2,4,lung,2,0.8545,0.8526,0.1684,0.025,-0.0642,0.7886,95,265.9,can,main
lwf,2,2,4,rcc,3,0.9509,0.9474,0.1842,0.016,0.4114,0.9083,76,267.0,can,main
lwf,2,2,4,brca,4,0.9008,0.9355,1.0,-0.0,0.1424,0.7351,93,268.3,can,main
lwf,2,4,1,esca,1,0.9375,0.9333,1.0,-0.0,0.1525,0.8714,15,24.0,can,main
lwf,2,4,2,esca,1,0.9375,0.9333,0.4013,0.0053,0.1576,0.8714,15,182.3,can,main
lwf,2,4,2,lung,2,0.8538,0.8526,1.0,-0.0,-0.0241,0.8266,95,185.1,can,main
