method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,0,4,3,rcc,2,0.9426,0.9474,0.0799,0.0131,0.2167,0.9416,76,436.1,can,reverse
seqft,0,4,3,lung,3,0.8008,0.8,1.0,-0.0,0.0144,0.8481,95,439.5,can,reverse
seqft,0,4,4,brca,1,0.6046,0.8065,0.1231,0.0723,0.0201,0.6892,93,469.2,can,reverse
seqft,0,4,4,rcc,2,0.924,0.9342,0.1038,0.0209,0.1946,0.9416,76,472.0,can,reverse
seqft,0,4,4,lung,3,0.8647,0.8632,0.0915,0.0229,0.0415,0.8481,95,475.0,can,reverse
seqft,0,4,4,esca,4,0.875,0.8667,1.0,-0.0,-0.0699,0.8321,15,475.5,can,reverse
ewc,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,50.7,can,reverse
ewc,0,1,2,brca,1,0.776,0.8925,0.2688,0.252,0.2864,0.642,93,93.0,can,reverse
ewc,0,1,2,rcc,2,0.9694,0.9605,1.0,0.0,0.8089,0.889,76,93.6,can,reverse
ewc,0,1,3,brca,1,0.7564,0.8925,0.0753,0.4726,0.3722,0.642,93,154.0,can,reverse
ewc,0,1,3,rcc,2,0.9426,0.9474,0.1974,0.3269,0.8705,0.889,76,154.6,can,reverse
ewc,0,1,3,lung,3,0.8654,0.8632,1.0,0.0,0.0159,0.7668,95,155.3,can,reverse
ewc,0,1,4,brca,1,0.7429,0.871,0.2151,0.2919,0.1777,0.642,93,167.0,can,reverse
ewc,0,1,4,rcc,2,0.9407,0.9342,0.0789,0.1078,0.9172,0.889,76,167.7,can,reverse
ewc,0,1,4,lung,3,0.8341,0.8316,0.2947,0.1141,-0.0032,0.7668,95,168.6,can,reverse
ewc,0,1,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.2798,0.8304,15,168.7,can,reverse
ewc,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,91.0,can,reverse
ewc,0,2,2,brca,1,0.8677,0.914,0.2151,0.0889,0.2375,0.7115,93,165.4,can,reverse
ewc,0,2,2,rcc,2,0.9509,0.9474,1.0,0.0,0.4399,0.9113,76,166.7,can,reverse
ewc,0,2,3,brca,1,0.8677,0.914,0.1111,0.1787,0.2394,0.7115,93,279.2,can,reverse
ewc,0,2,3,rcc,2,0.9796,0.9737,0.1754,0.1306,0.4223,0.9113,76,280.3,can,reverse
ewc,0,2,3,lung,3,0.8756,0.8737,1.0,-0.0,0.0527,0.8119,95,281.7,can,reverse
ewc,0,2,4,brca,1,0.8873,0.914,0.1828,0.0854,0.2138,0.7115,93,303.5,can,reverse
ewc,0,2,4,rcc,2,0.9611,0.9605,0.1404,0.0426,0.4296,0.9113,76,304.8,can,reverse
ewc,0,2,4,lung,3,0.8423,0.8421,0.1053,0.142,0.1099,0.8119,95,306.3,can,reverse
ewc,0,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.0614,0.9125,15,306.5,can,reverse
ewc,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,161.2,can,reverse
ewc,0,4,2,brca,1,0.7827,0.9032,0.1345,0.0342,0.0637,0.6892,93,309.6,can,reverse
ewc,0,4,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.1961,0.9416,76,311.7,can,reverse
ewc,0,4,3,brca,1,0.9203,0.9355,0.279,0.0594,0.0955,0.6892,93,547.5,can,reverse
ewc,0,4,3,rcc,2,0.9157,0.9342,0.0833,0.0102,0.1932,0.9416,76,549.8,can,reverse
ewc,0,4,3,lung,3,0.8103,0.8105,1.0,-0.0,0.0432,0.8481,95,552.8,can,reverse
ewc,0,4,4,brca,1,0.8745,0.9247,0.213,0.0463,0.0848,0.6892,93,597.7,can,reverse
ewc,0,4,4,rcc,2,0.8953,0.9079,0.1487,0.0131,0.1784,0.9416,76,599.9,can,reverse
ewc,0,4,4,lung,3,0.7804,0.7789,0.2226,0.0174,0.016,0.8481,95,602.6,can,reverse
ewc,0,4,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.0189,0.8321,15,603.1,can,reverse
lwf,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,48.4,can,reverse
lwf,0,1,2,brca,1,0.8873,0.914,0.3226,0.1014,0.2971,0.642,93,87.4,can,reverse
lwf,0,1,2,rcc,2,0.9611,0.9605,1.0,0.0,0.8108,0.889,76,88.0,can,reverse
lwf,0,1,3,brca,1,0.7624,0.871,0.2043,0.2855,0.2506,0.642,93,135.7,can,reverse
lwf,0,1,3,rcc,2,0.9407,0.9342,0.2105,0.1003,0.8255,0.889,76,136.3,can,reverse
lwf,0,1,3,lung,3,0.8966,0.8947,1.0,-0.0,0.1402,0.7668,95,137.0,can,reverse
lwf,0,1,4,brca,1,0.7624,0.871,0.2043,0.2807,0.1704,0.642,93,145.0,can,reverse
lwf,0,1,4,rcc,2,0.9407,0.9342,0.1053,0.0912,0.859,0.889,76,145.5,can,reverse
lwf,0,1,4,lung,3,0.8538,0.8526,0.4316,0.0626,0.0169,0.7668,95,146.2,can,reverse
lwf,0,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.5305,0.8304,15,146.3,can,reverse
lwf,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,77.1,can,reverse
lwf,0,2,2,brca,1,0.9136,0.9247,0.2473,0.0479,0.2112,0.7115,93,147.3,can,reverse
lwf,0,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.3987,0.9113,76,148.5,can,reverse
lwf,0,2,3,brca,1,0.9339,0.957,0.1577,0.0965,0.2676,0.7115,93,247.9,can,reverse
lwf,0,2,3,rcc,2,0.9796,0.9737,0.1053,0.0327,0.3934,0.9113,76,249.0,can,reverse
lwf,0,2,3,lung,3,0.8871,0.8842,1.0,-0.0,0.0925,0.8119,95,250.5,can,reverse
lwf,0,2,4,brca,1,0.894,0.9247,0.1935,0.0912,0.2413,0.7115,93,265.6,can,reverse
lwf,0,2,4,rcc,2,0.9407,0.9342,0.1535,0.0213,0.3547,0.9113,76,266.7,can,reverse
lwf,0,2,4,lung,3,0.8436,0.8421,0.4316,0.016,0.0655,0.8119,95,268.3,can,reverse
lwf,0,2,4,esca,4,1.0,1.0,1.0,0.0,0.3397,0.9125,15,268.5,can,reverse
lwf,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,147.9,can,reverse
lwf,0,4,2,brca,1,0.9399,0.9355,0.3045,0.0135,0.0972,0.6892,93,314.2,can,reverse
lwf,0,4,2,rcc,2,0.9528,0.9605,1.0,-0.0,0.2128,0.9416,76,316.9,can,reverse
lwf,0,4,3,brca,1,0.7692,0.8817,0.1881,0.0424,0.0731,0.6892,93,510.9,can,reverse
lwf,0,4,3,rcc,2,0.9528,0.9605,0.1584,0.0073,0.2408,0.9416,76,513.3,can,reverse
lwf,0,4,3,lung,3,0.813,0.8105,1.0,-0.0,-0.034,0.8481,95,516.3,can,reverse
lwf,0,4,4,brca,1,0.8346,0.8925,0.1506,0.0515,0.0867,0.6892,93,548.2,can,reverse
lwf,0,4,4,rcc,2,0.9509,0.9474,0.1818,0.01,0.2196,0.9416,76,551.2,can,reverse
lwf,0,4,4,lung,3,0.8558,0.8526,0.1324,0.0029,0.0137,0.8481,95,555.0,can,reverse
lwf,0,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0221,0.8321,15,555.6,can,reverse
replay,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,49.1,can,reverse
replay,0,1,2,brca,1,0.9339,0.957,0.2688,0.0875,0.4082,0.642,93,100.5,can,reverse
replay,0,1,2,rcc,2,0.9509,0.9474,1.0,0.0,0.8029,0.889,76,101.2,can,reverse
replay,0,1,3,brca,1,0.9339,0.957,0.3118,0.1599,0.427,0.642,93,165.8,can,reverse
replay,0,1,3,rcc,2,0.9388,0.9211,0.2237,0.0632,0.7406,0.889,76,166.7,can,reverse
replay,0,1,3,lung,3,0.8558,0.8526,1.0,-0.0,-0.0098,0.7668,95,167.8,can,reverse
replay,0,1,4,brca,1,0.9271,0.9462,0.3656,0.1062,0.3899,0.642,93,179.9,can,reverse
replay,0,1,4,rcc,2,0.9611,0.9605,0.1842,0.0546,0.8397,0.889,76,180.7,can,reverse
replay,0,1,4,lung,3,0.8571,0.8526,0.3474,0.0623,0.0565,0.7668,95,181.8,can,reverse
replay,0,1,4,esca,4,0.8661,0.8667,1.0,0.0,-0.0365,0.8304,15,181.9,can,reverse
replay,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,89.5,can,reverse
replay,0,2,2,brca,1,0.6053,0.8387,0.1147,0.3646,0.0691,0.7115,93,189.7,can,reverse
replay,0,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.37,0.9113,76,190.8,can,reverse
replay,0,2,3,brca,1,0.5789,0.828,0.1326,0.3649,0.1408,0.7115,93,313.9,can,reverse
replay,0,2,3,rcc,2,0.9796,0.9737,0.1316,0.0308,0.3747,0.9113,76,315.1,can,reverse
replay,0,2,3,lung,3,0.8654,0.8632,1.0,-0.0,0.1245,0.8119,95,316.7,can,reverse
replay,0,2,4,brca,1,0.5526,0.8172,0.0932,0.3905,0.0247,0.7115,93,335.6,can,reverse
replay,0,2,4,rcc,2,0.9611,0.9605,0.1009,0.0279,0.3847,0.9113,76,336.8,can,reverse
replay,0,2,4,lung,3,0.8558,0.8526,0.2456,0.031,0.118,0.8119,95,338.3,can,reverse
replay,0,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.1815,0.9125,15,338.5,can,reverse
replay,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,157.0,can,reverse
replay,0,4,2,brca,1,0.5526,0.8172,0.0392,0.2462,-0.045,0.6892,93,335.3,can,reverse
replay,0,4,2,rcc,2,0.924,0.9342,1.0,0.0,0.1856,0.9416,76,337.4,can,reverse
replay,0,4,3,brca,1,0.5789,0.828,0.044,0.2599,0.0215,0.6892,93,563.6,can,reverse
replay,0,4,3,rcc,2,0.9528,0.9605,0.1515,0.0107,0.2033,0.9416,76,565.7,can,reverse
replay,0,4,3,lung,3,0.8212,0.8211,1.0,-0.0,0.013,0.8481,95,568.3,can,reverse
replay,0,4,4,brca,1,0.7368,0.8925,0.0553,0.1463,0.0723,0.6892,93,605.9,can,reverse
replay,0,4,4,rcc,2,0.8972,0.9211,0.1452,0.0229,0.1417,0.9416,76,608.5,can,reverse
replay,0,4,4,lung,3,0.8449,0.8421,0.1076,0.0139,-0.0669,0.8481,95,611.6,can,reverse
replay,0,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0326,0.8321,15,612.1,can,reverse
distill,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,45.3,can,reverse
distill,0,1,2,brca,1,0.894,0.9247,0.4946,0.0148,0.3033,0.642,93,97.6,can,reverse
distill,0,1,2,rcc,2,0.9592,0.9474,1.0,-0.0,0.7985,0.889,76,98.2,can,reverse
distill,0,1,3,brca,1,0.9271,0.9462,0.3763,0.0507,0.397,0.642,93,164.0,can,reverse
distill,0,1,3,rcc,2,0.9305,0.9211,0.2763,0.0306,0.8022,0.889,76,164.6,can,reverse
distill,0,1,3,lung,3,0.8769,0.8737,1.0,-0.0,0.0582,0.7668,95,165.3,can,reverse
distill,0,1,4,brca,1,0.9008,0.9355,0.3548,0.0741,0.3301,0.642,93,176.0,can,reverse
distill,0,1,4,rcc,2,0.9694,0.9605,0.2368,0.0396,0.8657,0.889,76,176.6,can,reverse
distill,0,1,4,lung,3,0.8456,0.8421,0.4632,0.0307,0.032,0.7668,95,177.3,can,reverse
distill,0,1,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.2054,0.8304,15,177.5,can,reverse
distill,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,73.9,can,reverse
distill,0,2,2,brca,1,0.9271,0.9462,0.3405,0.0177,0.2045,0.7115,93,168.9,can,reverse
distill,0,2,2,rcc,2,0.9694,0.9605,1.0,-0.0,0.357,0.9113,76,170.1,can,reverse
distill,0,2,3,brca,1,0.9203,0.9355,0.2007,0.0302,0.2284,0.7115,93,294.6,can,reverse
distill,0,2,3,rcc,2,0.9592,0.9474,0.2325,0.0228,0.3617,0.9113,76,295.7,can,reverse
distill,0,2,3,lung,3,0.8973,0.8947,1.0,-0.0,0.0697,0.8119,95,297.1,can,reverse
distill,0,2,4,brca,1,0.9136,0.9247,0.2473,0.0562,0.2266,0.7115,93,316.7,can,reverse
distill,0,2,4,rcc,2,0.9509,0.9474,0.2368,0.0126,0.4017,0.9113,76,317.9,can,reverse
distill,0,2,4,lung,3,0.8769,0.8737,0.2526,0.0246,0.1715,0.8119,95,319.4,can,reverse
distill,0,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.1941,0.9125,15,319.6,can,reverse
distill,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,147.7,can,reverse
distill,0,4,2,brca,1,0.9203,0.9355,0.237,0.022,0.109,0.6892,93,339.8,can,reverse
distill,0,4,2,rcc,2,0.963,0.9737,1.0,-0.0,0.2121,0.9416,76,342.0,can,reverse
distill,0,4,3,brca,1,0.8023,0.9032,0.1239,0.0082,0.0571,0.6892,93,590.5,can,reverse
distill,0,4,3,rcc,2,0.9592,0.9474,0.2223,0.0018,0.1888,0.9416,76,592.8,can,reverse
distill,0,4,3,lung,3,0.8654,0.8632,1.0,-0.0,-0.0551,0.8481,95,595.6,can,reverse
distill,0,4,4,brca,1,0.8812,0.9355,0.1678,0.038,0.088,0.6892,93,636.4,can,reverse
distill,0,4,4,rcc,2,0.9509,0.9474,0.1961,0.0053,0.1725,0.9416,76,639.0,can,reverse
distill,0,4,4,lung,3,0.8361,0.8316,0.231,0.0034,-0.0843,0.8481,95,642.2,can,reverse
distill,0,4,4,esca,4,1.0,1.0,1.0,0.0,0.1707,0.8321,15,642.8,can,reverse
ours,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,42.8,can,reverse
ours,0,1,2,brca,1,0.9203,0.9355,0.4731,0.032,0.3795,0.642,93,98.3,can,reverse
ours,0,1,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.8742,0.889,76,98.9,can,reverse
ours,0,1,3,brca,1,0.9271,0.9462,0.3871,0.0926,0.3895,0.642,93,168.6,can,reverse
ours,0,1,3,rcc,2,0.9694,0.9605,0.3684,0.029,0.8398,0.889,76,169.3,can,reverse
ours,0,1,3,lung,3,0.8545,0.8526,1.0,-0.0,0.0548,0.7668,95,170.2,can,reverse
ours,0,1,4,brca,1,0.9271,0.9462,0.3226,0.0895,0.3866,0.642,93,182.1,can,reverse
ours,0,1,4,rcc,2,0.9407,0.9342,0.2105,0.0335,0.8117,0.889,76,182.7,can,reverse
ours,0,1,4,lung,3,0.8565,0.8526,0.3789,0.0387,0.1273,0.7668,95,183.4,can,reverse
ours,0,1,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.0319,0.8304,15,183.6,can,reverse
ours,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,74.4,can,reverse
ours,0,2,2,brca,1,0.7301,0.8817,0.2401,0.0375,0.1571,0.7115,93,182.1,can,reverse
ours,0,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.4152,0.9113,76,183.3,can,reverse
ours,0,2,3,brca,1,0.7105,0.8817,0.147,0.0939,0.1467,0.7115,93,319.9,can,reverse
ours,0,2,3,rcc,2,0.9509,0.9474,0.2149,0.015,0.3981,0.9113,76,321.1,can,reverse
ours,0,2,3,lung,3,0.8871,0.8842,1.0,-0.0,0.0713,0.8119,95,322.6,can,reverse
ours,0,2,4,brca,1,0.6316,0.8495,0.1004,0.1887,0.0955,0.7115,93,345.3,can,reverse
ours,0,2,4,rcc,2,0.9796,0.9737,0.0921,0.0173,0.4309,0.9113,76,346.4,can,reverse
ours,0,2,4,lung,3,0.8654,0.8632,0.193,0.0376,0.1477,0.8119,95,348.1,can,reverse
ours,0,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.0005,0.9125,15,348.3,can,reverse
ours,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,155.5,can,reverse
ours,0,4,2,brca,1,0.8353,0.9247,0.113,0.0145,0.1133,0.6892,93,367.5,can,reverse
ours,0,4,2,rcc,2,0.9426,0.9474,1.0,-0.0,0.2091,0.9416,76,369.8,can,reverse
ours,0,4,3,brca,1,0.6511,0.8495,0.0956,0.0367,0.0538,0.6892,93,638.0,can,reverse
ours,0,4,3,rcc,2,0.9342,0.9474,0.1688,0.0029,0.2214,0.9416,76,640.2,can,reverse
ours,0,4,3,lung,3,0.8429,0.8421,1.0,-0.0,0.0608,0.8481,95,643.0,can,reverse
ours,0,4,4,brca,1,0.7827,0.9032,0.1277,0.0482,0.062,0.6892,93,688.5,can,reverse
ours,0,4,4,rcc,2,0.9713,0.9737,0.1862,0.0046,0.2117,0.9416,76,690.7,can,reverse
ours,0,4,4,lung,3,0.815,0.8105,0.1323,0.0048,-0.1309,0.8481,95,693.5,can,reverse
ours,0,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0752,0.8321,15,694.0,can,reverse
joint,0,1,1,brca,1,0.894,0.9247,1.0,-0.0,0.3002,0.642,93,46.1,can,reverse
joint,0,1,2,brca,1,0.9203,0.9355,0.3011,0.066,0.3986,0.642,93,113.1,can,reverse
joint,0,1,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.8681,0.889,76,113.7,can,reverse
joint,0,1,3,brca,1,0.9339,0.957,0.3011,0.0874,0.4032,0.642,93,217.3,can,reverse
joint,0,1,3,rcc,2,0.9592,0.9474,0.1579,0.0295,0.7612,0.889,76,217.9,can,reverse
joint,0,1,3,lung,3,0.8864,0.8842,1.0,-0.0,0.1653,0.7785,95,218.6,can,reverse
joint,0,1,4,brca,1,0.9203,0.9355,0.3333,0.0813,0.4408,0.642,93,315.2,can,reverse
joint,0,1,4,rcc,2,0.9611,0.9605,0.1842,0.0388,0.8249,0.889,76,315.8,can,reverse
joint,0,1,4,lung,3,0.8871,0.8842,0.4632,0.0484,0.1727,0.7785,95,316.5,can,reverse
joint,0,1,4,esca,4,1.0,1.0,1.0,0.0,0.6602,0.8464,15,316.7,can,reverse
joint,0,2,1,brca,1,0.9136,0.9247,1.0,-0.0,0.2415,0.7115,93,83.4,can,reverse
joint,0,2,2,brca,1,0.9203,0.9355,0.2616,0.0229,0.2194,0.7115,93,218.6,can,reverse
joint,0,2,2,rcc,2,0.9509,0.9474,1.0,0.0,0.3665,0.9113,76,220.0,can,reverse
joint,0,2,3,brca,1,0.8805,0.9032,0.2581,0.0341,0.2258,0.7115,93,441.4,can,reverse
joint,0,2,3,rcc,2,0.9592,0.9474,0.1096,0.0104,0.3964,0.9113,76,442.9,can,reverse
joint,0,2,3,lung,3,0.8749,0.8737,1.0,0.0,0.083,0.8196,95,444.6,can,reverse
joint,0,2,4,brca,1,0.7429,0.871,0.1935,0.0554,0.1324,0.7115,93,662.8,can,reverse
joint,0,2,4,rcc,2,0.9305,0.9211,0.1974,0.0117,0.3865,0.9113,76,664.4,can,reverse
joint,0,2,4,lung,3,0.8749,0.8737,0.2456,0.0157,0.0599,0.8196,95,666.2,can,reverse
joint,0,2,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.0035,0.8714,15,666.5,can,reverse
joint,0,4,1,brca,1,0.9331,0.9247,1.0,-0.0,0.102,0.6892,93,170.8,can,reverse
joint,0,4,2,brca,1,0.8467,0.8495,0.2045,0.0242,0.0829,0.6892,93,447.2,can,reverse
joint,0,4,2,rcc,2,0.8953,0.9079,1.0,-0.0,0.1403,0.9416,76,450.6,can,reverse
joint,0,4,3,brca,1,0.9467,0.9462,0.1802,0.0166,0.1249,0.6892,93,868.8,can,reverse
joint,0,4,3,rcc,2,0.9611,0.9605,0.0896,0.0066,0.1742,0.9416,76,871.6,can,reverse
joint,0,4,3,lung,3,0.8123,0.8105,1.0,-0.0,-0.0711,0.833,95,875.1,can,reverse
joint,0,4,4,brca,1,0.8286,0.914,0.133,0.0403,0.0908,0.6892,93,1292.5,can,reverse
joint,0,4,4,rcc,2,0.8953,0.9079,0.105,0.0026,0.1719,0.9416,76,1295.3,can,reverse
joint,0,4,4,lung,3,0.8443,0.8421,0.1269,0.0045,-0.0055,0.833,95,1298.8,can,reverse
joint,0,4,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.1045,0.8321,15,1299.3,can,reverse
