method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,4,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0792,0.7982,15,13.4,can,main
seqft,4,1,2,esca,1,1.0,1.0,0.0667,0.6021,0.6565,0.7982,15,55.9,can,main
seqft,4,1,2,lung,2,0.8654,0.8632,1.0,-0.0,-0.0049,0.7368,95,56.7,can,main
seqft,4,1,3,esca,1,0.7946,0.8,0.0,0.2781,-0.0046,0.7982,15,90.1,can,main
seqft,4,1,3,lung,2,0.8354,0.8316,0.1053,0.4141,0.1315,0.7368,95,90.7,can,main
seqft,4,1,3,rcc,3,0.9203,0.9079,1.0,-0.0,0.7051,0.8931,76,91.2,can,main
seqft,4,1,4,esca,1,0.8661,0.8667,0.0667,0.2113,-0.1657,0.7982,15,131.4,can,main
seqft,4,1,4,lung,2,0.7695,0.7684,0.0526,0.4752,0.1356,0.7368,95,132.1,can,main
seqft,4,1,4,rcc,3,0.9528,0.9605,0.0263,0.2101,0.8661,0.8931,76,132.6,can,main
seqft,4,1,4,brca,4,0.9136,0.9247,1.0,-0.0,0.3292,0.6746,93,133.3,can,main
seqft,4,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1368,0.925,15,13.2,can,main
seqft,4,2,2,esca,1,0.8661,0.8667,0.1333,0.1811,0.0942,0.925,15,87.1,can,main
seqft,4,2,2,lung,2,0.8654,0.8632,1.0,-0.0,0.0238,0.8127,95,88.4,can,main
seqft,4,2,3,esca,1,0.9286,0.9333,0.0444,0.0606,0.0482,0.925,15,144.8,can,main
seqft,4,2,3,lung,2,0.8858,0.8842,0.0807,0.1187,0.05,0.8127,95,146.1,can,main
seqft,4,2,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.3865,0.9072,76,147.1,can,main
seqft,4,2,4,esca,1,1.0,1.0,0.0444,0.0844,0.3383,0.925,15,217.7,can,main
seqft,4,2,4,lung,2,0.8647,0.8632,0.0772,0.1683,0.0929,0.8127,95,219.5,can,main
seqft,4,2,4,rcc,3,0.9036,0.9079,0.0789,0.0743,0.3899,0.9072,76,221.5,can,main
seqft,4,2,4,brca,4,0.7496,0.8817,1.0,-0.0,-0.0054,0.6981,93,223.3,can,main
seqft,4,4,1,esca,1,0.8571,0.8667,1.0,-0.0,-0.0415,0.8732,15,21.6,can,main
seqft,4,4,2,esca,1,0.875,0.8667,0.0571,0.0163,-0.0011,0.8732,15,161.2,can,main
seqft,4,4,2,lung,2,0.8558,0.8526,1.0,-0.0,-0.0229,0.8401,95,163.9,can,main
seqft,4,4,3,esca,1,0.9375,0.9333,0.0794,0.0224,-0.0594,0.8732,15,279.7,can,main
seqft,4,4,3,lung,2,0.8449,0.8421,0.1112,0.0142,-0.0472,0.8401,95,282.5,can,main
seqft,4,4,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.1525,0.9281,76,284.7,can,main
seqft,4,4,4,esca,1,0.9375,0.9333,0.0794,0.0179,0.1216,0.8732,15,424.9,can,main
seqft,4,4,4,lung,2,0.8314,0.8316,0.1016,0.018,-0.0104,0.8401,95,427.4,can,main
seqft,4,4,4,rcc,3,0.8193,0.8421,0.0564,0.016,0.1088,0.9281,76,429.5,can,main
seqft,4,4,4,brca,4,0.9068,0.914,1.0,-0.0,0.0632,0.7919,93,431.8,can,main
ewc,4,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0792,0.7982,15,6.8,can,main
ewc,4,1,2,esca,1,0.9286,0.9333,0.0667,0.4746,0.6052,0.7982,15,56.8,can,main
ewc,4,1,2,lung,2,0.8756,0.8737,1.0,0.0,0.1104,0.7368,95,57.5,can,main
ewc,4,1,3,esca,1,1.0,1.0,0.1333,0.1886,0.6561,0.7982,15,101.7,can,main
ewc,4,1,3,lung,2,0.8871,0.8842,0.2211,0.2047,0.2219,0.7368,95,102.4,can,main
ewc,4,1,3,rcc,3,0.9407,0.9342,1.0,-0.0,0.8043,0.8931,76,102.9,can,main
ewc,4,1,4,esca,1,0.8571,0.8667,0.0,0.1668,0.3605,0.7982,15,166.8,can,main
ewc,4,1,4,lung,2,0.7953,0.7895,0.0526,0.3723,0.1514,0.7368,95,167.4,can,main
ewc,4,1,4,rcc,3,0.9055,0.9211,0.1316,0.0687,0.7688,0.8931,76,167.9,can,main
ewc,4,1,4,brca,4,0.9068,0.914,1.0,-0.0,0.3386,0.6746,93,168.5,can,main
ewc,4,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1368,0.925,15,12.4,can,main
ewc,4,2,2,esca,1,0.7946,0.8,0.1111,0.1484,-0.2226,0.925,15,100.4,can,main
ewc,4,2,2,lung,2,0.8423,0.8421,1.0,-0.0,0.0121,0.8127,95,101.6,can,main
ewc,4,2,3,esca,1,0.8661,0.8667,0.0889,0.0554,-0.3335,0.925,15,181.6,can,main
ewc,4,2,3,lung,2,0.8966,0.8947,0.1333,0.1011,0.1095,0.8127,95,182.9,can,main
ewc,4,2,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.4595,0.9072,76,183.9,can,main
ewc,4,2,4,esca,1,0.9375,0.9333,0.1333,0.0624,0.2734,0.925,15,303.9,can,main
ewc,4,2,4,lung,2,0.8654,0.8632,0.1333,0.1286,0.0007,0.8127,95,305.2,can,main
ewc,4,2,4,rcc,3,0.9713,0.9737,0.1316,0.0355,0.4663,0.9072,76,306.2,can,main
ewc,4,2,4,brca,4,0.8218,0.9032,1.0,0.0,0.0549,0.6981,93,307.4,can,main
ewc,4,4,1,esca,1,0.8571,0.8667,1.0,-0.0,-0.0415,0.8732,15,23.4,can,main
ewc,4,4,2,esca,1,0.9375,0.9333,0.0603,0.0174,0.0023,0.8732,15,199.3,can,main
ewc,4,4,2,lung,2,0.8551,0.8526,1.0,-0.0,-0.0297,0.8401,95,202.0,can,main
ewc,4,4,3,esca,1,0.9375,0.9333,0.0857,0.0161,0.003,0.8732,15,362.2,can,main
ewc,4,4,3,lung,2,0.8456,0.8421,0.154,0.0098,-0.0683,0.8401,95,364.7,can,main
ewc,4,4,3,rcc,3,0.9509,0.9474,1.0,-0.0,0.1811,0.9281,76,366.7,can,main
ewc,4,4,4,esca,1,1.0,1.0,0.0825,0.019,0.1619,0.8732,15,596.7,can,main
ewc,4,4,4,lung,2,0.8545,0.8526,0.1418,0.0194,-0.1017,0.8401,95,599.2,can,main
ewc,4,4,4,rcc,3,0.9157,0.9342,0.0881,0.0129,0.1714,0.9281,76,601.3,can,main
ewc,4,4,4,brca,4,0.8873,0.914,1.0,-0.0,0.0535,0.7919,93,603.7,can,main
lwf,4,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0792,0.7982,15,6.5,can,main
lwf,4,1,2,esca,1,0.9375,0.9333,0.0667,0.1096,0.2379,0.7982,15,51.7,can,main
lwf,4,1,2,lung,2,0.8769,0.8737,1.0,0.0,0.1334,0.7368,95,52.3,can,main
lwf,4,1,3,esca,1,0.9375,0.9333,0.0667,0.1437,0.2767,0.7982,15,87.9,can,main
lwf,4,1,3,lung,2,0.8871,0.8842,0.2316,0.0492,0.1422,0.7368,95,88.6,can,main
lwf,4,1,3,rcc,3,0.9407,0.9342,1.0,-0.0,0.8367,0.8931,76,89.1,can,main
lwf,4,1,4,esca,1,0.9286,0.9333,0.0667,0.1368,0.4627,0.7982,15,134.2,can,main
lwf,4,1,4,lung,2,0.8762,0.8737,0.1158,0.077,0.1363,0.7368,95,134.9,can,main
lwf,4,1,4,rcc,3,0.9796,0.9737,0.2237,0.0437,0.8807,0.8931,76,135.4,can,main
lwf,4,1,4,brca,4,0.8677,0.914,1.0,0.0,0.2655,0.6746,93,136.0,can,main
lwf,4,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1368,0.925,15,11.3,can,main
