method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,1,4,2,brca,1,0.8083,0.8817,0.0815,0.0262,0.0746,0.7561,93,258.9,can,reverse
seqft,1,4,2,rcc,2,0.963,0.9737,1.0,-0.0,0.2471,0.9253,76,261.2,can,reverse
seqft,1,4,3,brca,1,0.8812,0.9355,0.0886,0.0378,0.0896,0.7561,93,428.2,can,reverse
seqft,1,4,3,rcc,2,0.8851,0.8947,0.0689,0.0272,0.1751,0.9253,76,430.6,can,reverse
seqft,1,4,3,lung,3,0.8449,0.8421,1.0,-0.0,0.0514,0.8358,95,433.8,can,reverse
seqft,1,4,4,brca,1,0.8812,0.9355,0.1264,0.0323,0.0832,0.7561,93,463.0,can,reverse
seqft,1,4,4,rcc,2,0.9324,0.9342,0.0802,0.0249,0.2189,0.9253,76,465.9,can,reverse
seqft,1,4,4,lung,3,0.8545,0.8526,0.1001,0.0224,0.0542,0.8358,95,469.1,can,reverse
seqft,1,4,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.0296,0.8857,15,469.7,can,reverse
ewc,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,50.3,can,reverse
ewc,1,1,2,brca,1,0.8083,0.8817,0.1828,0.2723,0.2743,0.672,93,92.1,can,reverse
ewc,1,1,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.9453,0.8742,76,92.7,can,reverse
ewc,1,1,3,brca,1,0.8482,0.914,0.1505,0.2669,0.4219,0.672,93,152.3,can,reverse
ewc,1,1,3,rcc,2,0.9509,0.9474,0.1053,0.264,0.8919,0.8742,76,152.8,can,reverse
ewc,1,1,3,lung,3,0.8749,0.8737,1.0,-0.0,0.1237,0.7544,95,153.5,can,reverse
ewc,1,1,4,brca,1,0.8023,0.9032,0.1828,0.1831,0.3181,0.672,93,164.7,can,reverse
ewc,1,1,4,rcc,2,0.9694,0.9605,0.1316,0.1014,0.8968,0.8742,76,165.4,can,reverse
ewc,1,1,4,lung,3,0.8558,0.8526,0.2842,0.108,0.0188,0.7544,95,166.2,can,reverse
ewc,1,1,4,esca,4,0.8661,0.8667,1.0,0.0,-0.0369,0.8411,15,166.3,can,reverse
ewc,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,90.3,can,reverse
ewc,1,2,2,brca,1,0.8812,0.9355,0.2007,0.089,0.1831,0.6733,93,164.0,can,reverse
ewc,1,2,2,rcc,2,0.9713,0.9737,1.0,0.0,0.4694,0.9088,76,165.2,can,reverse
ewc,1,2,3,brca,1,0.7888,0.8817,0.1362,0.1866,0.1706,0.6733,93,276.7,can,reverse
ewc,1,2,3,rcc,2,0.9694,0.9605,0.1096,0.0815,0.4536,0.9088,76,277.8,can,reverse
ewc,1,2,3,lung,3,0.8232,0.8211,1.0,-0.0,0.0263,0.7752,95,279.3,can,reverse
ewc,1,2,4,brca,1,0.8016,0.871,0.1326,0.0734,0.1739,0.6733,93,301.0,can,reverse
ewc,1,2,4,rcc,2,0.9611,0.9605,0.1316,0.0326,0.4436,0.9088,76,302.1,can,reverse
ewc,1,2,4,lung,3,0.7524,0.7474,0.1825,0.0839,0.0192,0.7752,95,303.6,can,reverse
ewc,1,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.0086,0.8857,15,303.8,can,reverse
ewc,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,160.6,can,reverse
ewc,1,4,2,brca,1,0.8745,0.9247,0.1017,0.0259,0.0717,0.7561,93,308.0,can,reverse
ewc,1,4,2,rcc,2,0.9055,0.9211,1.0,-0.0,0.182,0.9253,76,310.2,can,reverse
ewc,1,4,3,brca,1,0.867,0.8817,0.093,0.035,0.0745,0.7561,93,540.0,can,reverse
ewc,1,4,3,rcc,2,0.9426,0.9474,0.0952,0.0187,0.2222,0.9253,76,542.5,can,reverse
ewc,1,4,3,lung,3,0.8334,0.8316,1.0,-0.0,0.0568,0.8358,95,545.5,can,reverse
ewc,1,4,4,brca,1,0.7888,0.8817,0.1835,0.0209,0.0453,0.7561,93,589.0,can,reverse
ewc,1,4,4,rcc,2,0.9528,0.9605,0.1254,0.0211,0.211,0.9253,76,591.3,can,reverse
ewc,1,4,4,lung,3,0.7906,0.7895,0.2452,0.0185,0.0166,0.8358,95,594.7,can,reverse
ewc,1,4,4,esca,4,0.7946,0.8,1.0,-0.0,-0.1539,0.8857,15,595.1,can,reverse
lwf,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,45.6,can,reverse
lwf,1,1,2,brca,1,0.7496,0.8817,0.2366,0.1488,0.2112,0.672,93,83.9,can,reverse
lwf,1,1,2,rcc,2,0.9898,0.9868,1.0,0.0,0.9606,0.8742,76,84.5,can,reverse
lwf,1,1,3,brca,1,0.8812,0.9355,0.1613,0.2698,0.4156,0.672,93,132.1,can,reverse
lwf,1,1,3,rcc,2,0.9611,0.9605,0.2105,0.0542,0.9177,0.8742,76,132.7,can,reverse
lwf,1,1,3,lung,3,0.8756,0.8737,1.0,-0.0,0.1211,0.7544,95,133.4,can,reverse
lwf,1,1,4,brca,1,0.7564,0.8925,0.1183,0.2542,0.325,0.672,93,141.7,can,reverse
lwf,1,1,4,rcc,2,0.9796,0.9737,0.0921,0.0598,0.9599,0.8742,76,142.4,can,reverse
lwf,1,1,4,lung,3,0.8762,0.8737,0.4105,0.0452,0.1832,0.7544,95,143.1,can,reverse
lwf,1,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.4332,0.8411,15,143.2,can,reverse
lwf,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,75.3,can,reverse
lwf,1,2,2,brca,1,0.8151,0.8925,0.2724,0.0544,0.1634,0.6733,93,143.7,can,reverse
lwf,1,2,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.4398,0.9088,76,144.7,can,reverse
lwf,1,2,3,brca,1,0.8549,0.9247,0.1971,0.1158,0.1688,0.6733,93,240.2,can,reverse
lwf,1,2,3,rcc,2,0.9611,0.9605,0.2105,0.0294,0.4418,0.9088,76,241.6,can,reverse
lwf,1,2,3,lung,3,0.8341,0.8316,1.0,-0.0,0.0445,0.7752,95,243.4,can,reverse
lwf,1,2,4,brca,1,0.8482,0.914,0.1792,0.1021,0.2032,0.6733,93,261.1,can,reverse
lwf,1,2,4,rcc,2,0.9713,0.9737,0.1623,0.0287,0.4201,0.9088,76,262.6,can,reverse
lwf,1,2,4,lung,3,0.8232,0.8211,0.4702,0.0155,0.0548,0.7752,95,264.1,can,reverse
lwf,1,2,4,esca,4,1.0,1.0,1.0,0.0,0.3422,0.8857,15,264.3,can,reverse
lwf,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,147.0,can,reverse
lwf,1,4,2,brca,1,0.8218,0.9032,0.2052,0.0119,0.0416,0.7561,93,305.0,can,reverse
lwf,1,4,2,rcc,2,0.9815,0.9868,1.0,-0.0,0.2549,0.9253,76,308.4,can,reverse
lwf,1,4,3,brca,1,0.8482,0.914,0.1349,0.0267,0.0776,0.7561,93,501.1,can,reverse
lwf,1,4,3,rcc,2,0.9138,0.9211,0.1236,0.0046,0.1992,0.9253,76,504.0,can,reverse
lwf,1,4,3,lung,3,0.8762,0.8737,1.0,-0.0,0.0312,0.8358,95,507.5,can,reverse
lwf,1,4,4,brca,1,0.7955,0.8925,0.1532,0.027,0.0606,0.7561,93,540.4,can,reverse
lwf,1,4,4,rcc,2,0.9509,0.9474,0.1549,0.0079,0.1981,0.9253,76,542.8,can,reverse
lwf,1,4,4,lung,3,0.8456,0.8421,0.2209,0.0024,0.0074,0.8358,95,545.9,can,reverse
lwf,1,4,4,esca,4,0.9286,0.9333,1.0,-0.0,0.1585,0.8857,15,546.3,can,reverse
replay,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,52.5,can,reverse
replay,1,1,2,brca,1,0.5263,0.8065,0.3333,0.651,-0.0492,0.672,93,105.9,can,reverse
replay,1,1,2,rcc,2,0.9694,0.9605,1.0,-0.0,0.9149,0.8742,76,106.5,can,reverse
replay,1,1,3,brca,1,0.5459,0.8065,0.2473,0.5875,-0.0005,0.672,93,169.6,can,reverse
replay,1,1,3,rcc,2,0.9611,0.9605,0.1447,0.1563,0.9594,0.8742,76,170.2,can,reverse
replay,1,1,3,lung,3,0.8871,0.8842,1.0,-0.0,0.1937,0.7544,95,171.0,can,reverse
replay,1,1,4,brca,1,0.5196,0.7957,0.2796,0.497,0.0209,0.672,93,182.0,can,reverse
replay,1,1,4,rcc,2,0.9426,0.9474,0.2632,0.0671,0.9277,0.8742,76,182.7,can,reverse
replay,1,1,4,lung,3,0.815,0.8105,0.2632,0.09,0.0112,0.7544,95,183.6,can,reverse
replay,1,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.4421,0.8411,15,183.8,can,reverse
replay,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,89.2,can,reverse
replay,1,2,2,brca,1,0.9534,0.957,0.172,0.1076,0.2507,0.6733,93,195.3,can,reverse
replay,1,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.4469,0.9088,76,196.4,can,reverse
replay,1,2,3,brca,1,0.8805,0.9032,0.1685,0.0713,0.2059,0.6733,93,315.3,can,reverse
replay,1,2,3,rcc,2,0.9611,0.9605,0.1184,0.0262,0.4606,0.9088,76,316.6,can,reverse
replay,1,2,3,lung,3,0.813,0.8105,1.0,-0.0,0.0532,0.7752,95,318.2,can,reverse
replay,1,2,4,brca,1,0.8873,0.914,0.1398,0.0662,0.228,0.6733,93,339.7,can,reverse
replay,1,2,4,rcc,2,0.9528,0.9605,0.1228,0.0543,0.4649,0.9088,76,341.0,can,reverse
replay,1,2,4,lung,3,0.7939,0.7895,0.1263,0.0459,-0.039,0.7752,95,342.7,can,reverse
replay,1,2,4,esca,4,0.875,0.8667,1.0,0.0,-0.1484,0.8857,15,342.9,can,reverse
replay,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,158.0,can,reverse
replay,1,4,2,brca,1,0.861,0.9032,0.2176,0.0434,0.0636,0.7561,93,337.5,can,reverse
replay,1,4,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.241,0.9253,76,339.6,can,reverse
replay,1,4,3,brca,1,0.7955,0.8925,0.1441,0.0389,0.0644,0.7561,93,565.1,can,reverse
replay,1,4,3,rcc,2,0.9528,0.9605,0.2388,0.0156,0.2131,0.9253,76,567.2,can,reverse
replay,1,4,3,lung,3,0.8531,0.8526,1.0,-0.0,0.0449,0.8358,95,569.9,can,reverse
replay,1,4,4,brca,1,0.9008,0.9355,0.1714,0.0477,0.0781,0.7561,93,605.7,can,reverse
replay,1,4,4,rcc,2,0.9074,0.9342,0.1689,0.0286,0.1845,0.9253,76,607.9,can,reverse
replay,1,4,4,lung,3,0.8443,0.8421,0.5998,0.0153,0.0005,0.8358,95,610.5,can,reverse
replay,1,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0355,0.8857,15,611.0,can,reverse
distill,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,44.8,can,reverse
distill,1,1,2,brca,1,0.8023,0.9032,0.6129,0.0301,0.1966,0.672,93,99.0,can,reverse
distill,1,1,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.8904,0.8742,76,99.6,can,reverse
distill,1,1,3,brca,1,0.7955,0.8925,0.3656,0.0979,0.2412,0.672,93,164.5,can,reverse
distill,1,1,3,rcc,2,0.9592,0.9474,0.2632,0.05,0.8989,0.8742,76,165.1,can,reverse
distill,1,1,3,lung,3,0.8871,0.8842,1.0,-0.0,0.1309,0.7544,95,165.9,can,reverse
distill,1,1,4,brca,1,0.8023,0.9032,0.3226,0.1187,0.3324,0.672,93,177.1,can,reverse
distill,1,1,4,rcc,2,0.9324,0.9342,0.2895,0.065,0.8547,0.8742,76,177.7,can,reverse
distill,1,1,4,lung,3,0.8871,0.8842,0.5368,0.0339,0.1713,0.7544,95,178.4,can,reverse
distill,1,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.4429,0.8411,15,178.5,can,reverse
distill,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,74.6,can,reverse
distill,1,2,2,brca,1,0.8482,0.914,0.3405,0.0174,0.1865,0.6733,93,166.9,can,reverse
distill,1,2,2,rcc,2,0.963,0.9737,1.0,-0.0,0.4792,0.9088,76,168.0,can,reverse
distill,1,2,3,brca,1,0.8677,0.914,0.2294,0.0208,0.1734,0.6733,93,291.7,can,reverse
distill,1,2,3,rcc,2,0.9324,0.9342,0.1842,0.0136,0.4247,0.9088,76,292.9,can,reverse
distill,1,2,3,lung,3,0.8334,0.8316,1.0,-0.0,0.0331,0.7752,95,294.3,can,reverse
distill,1,2,4,brca,1,0.8414,0.9032,0.233,0.0265,0.1247,0.6733,93,314.2,can,reverse
distill,1,2,4,rcc,2,0.9509,0.9474,0.1491,0.0145,0.4182,0.9088,76,315.2,can,reverse
distill,1,2,4,lung,3,0.8429,0.8421,0.3123,0.0174,-0.0622,0.7752,95,316.5,can,reverse
distill,1,2,4,esca,4,0.8661,0.8667,1.0,0.0,0.2306,0.8857,15,316.7,can,reverse
distill,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,148.7,can,reverse
distill,1,4,2,brca,1,0.9001,0.9032,0.1364,0.0039,0.0606,0.7561,93,338.4,can,reverse
distill,1,4,2,rcc,2,0.85,0.8816,1.0,-0.0,0.2006,0.9253,76,340.5,can,reverse
distill,1,4,3,brca,1,0.8812,0.9355,0.1045,0.0026,0.0883,0.7561,93,586.2,can,reverse
distill,1,4,3,rcc,2,0.963,0.9737,0.161,0.0012,0.2074,0.9253,76,588.5,can,reverse
distill,1,4,3,lung,3,0.864,0.8632,1.0,-0.0,0.0751,0.8358,95,591.3,can,reverse
distill,1,4,4,brca,1,0.9008,0.9355,0.2272,0.008,0.0903,0.7561,93,630.6,can,reverse
distill,1,4,4,rcc,2,0.8972,0.9211,0.1194,0.0044,0.1813,0.9253,76,632.8,can,reverse
distill,1,4,4,lung,3,0.8117,0.8105,0.1013,0.0049,0.0259,0.8358,95,635.6,can,reverse
distill,1,4,4,esca,4,0.9375,0.9333,1.0,0.0,0.1366,0.8857,15,636.1,can,reverse
ours,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,44.7,can,reverse
ours,1,1,2,brca,1,0.6511,0.8495,0.4516,0.054,0.0247,0.672,93,100.8,can,reverse
ours,1,1,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.9361,0.8742,76,101.4,can,reverse
ours,1,1,3,brca,1,0.4932,0.7849,0.3226,0.1859,-0.1084,0.672,93,171.1,can,reverse
ours,1,1,3,rcc,2,0.9426,0.9474,0.2895,0.0568,0.8738,0.8742,76,171.8,can,reverse
ours,1,1,3,lung,3,0.8762,0.8737,1.0,-0.0,0.1712,0.7544,95,172.5,can,reverse
ours,1,1,4,brca,1,0.5722,0.8172,0.3333,0.2371,0.0371,0.672,93,184.1,can,reverse
ours,1,1,4,rcc,2,0.9426,0.9474,0.2763,0.0533,0.9023,0.8742,76,184.7,can,reverse
ours,1,1,4,lung,3,0.8463,0.8421,0.3789,0.0369,0.126,0.7544,95,185.4,can,reverse
ours,1,1,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.1236,0.8411,15,185.6,can,reverse
ours,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,73.5,can,reverse
ours,1,2,2,brca,1,0.894,0.9247,0.2867,0.1004,0.1784,0.6733,93,179.3,can,reverse
ours,1,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.454,0.9088,76,180.4,can,reverse
ours,1,2,3,brca,1,0.861,0.9032,0.172,0.0526,0.1876,0.6733,93,313.5,can,reverse
ours,1,2,3,rcc,2,0.9611,0.9605,0.1491,0.015,0.4549,0.9088,76,314.6,can,reverse
ours,1,2,3,lung,3,0.8225,0.8211,1.0,-0.0,0.0366,0.7752,95,316.0,can,reverse
ours,1,2,4,brca,1,0.7955,0.8925,0.1971,0.0591,0.1966,0.6733,93,338.0,can,reverse
ours,1,2,4,rcc,2,0.9713,0.9737,0.1009,0.023,0.4712,0.9088,76,339.3,can,reverse
ours,1,2,4,lung,3,0.813,0.8105,0.1789,0.0286,0.0687,0.7752,95,340.8,can,reverse
ours,1,2,4,esca,4,0.8661,0.8667,1.0,-0.0,-0.1041,0.8857,15,341.1,can,reverse
ours,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,155.6,can,reverse
ours,1,4,2,brca,1,0.9008,0.9355,0.2553,0.0146,0.082,0.7561,93,364.7,can,reverse
ours,1,4,2,rcc,2,0.9138,0.9211,1.0,-0.0,0.2238,0.9253,76,367.0,can,reverse
ours,1,4,3,brca,1,0.9271,0.9462,0.1414,0.0235,0.0813,0.7561,93,628.1,can,reverse
ours,1,4,3,rcc,2,0.9611,0.9605,0.2716,0.0031,0.2167,0.9253,76,630.6,can,reverse
ours,1,4,3,lung,3,0.864,0.8632,1.0,-0.0,0.0336,0.8358,95,633.7,can,reverse
ours,1,4,4,brca,1,0.8677,0.914,0.1773,0.0281,0.0466,0.7561,93,680.5,can,reverse
ours,1,4,4,rcc,2,0.9713,0.9737,0.2586,0.0128,0.2336,0.9253,76,682.9,can,reverse
ours,1,4,4,lung,3,0.8654,0.8632,0.3614,0.0057,0.0316,0.8358,95,685.7,can,reverse
ours,1,4,4,esca,4,1.0,1.0,1.0,0.0,0.1697,0.8857,15,686.1,can,reverse
joint,1,1,1,brca,1,0.8151,0.8925,1.0,0.0,0.2202,0.672,93,45.0,can,reverse
joint,1,1,2,brca,1,0.7038,0.871,0.3333,0.0672,0.1708,0.672,93,109.9,can,reverse
joint,1,1,2,rcc,2,0.9509,0.9474,1.0,-0.0,0.9057,0.8742,76,110.5,can,reverse
joint,1,1,3,brca,1,0.8286,0.914,0.3226,0.0755,0.2437,0.672,93,212.8,can,reverse
joint,1,1,3,rcc,2,0.9694,0.9605,0.1842,0.0464,0.9401,0.8742,76,213.4,can,reverse
joint,1,1,3,lung,3,0.8769,0.8737,1.0,-0.0,0.063,0.7605,95,214.2,can,reverse
joint,1,1,4,brca,1,0.8023,0.9032,0.3656,0.0863,0.2318,0.672,93,306.3,can,reverse
joint,1,1,4,rcc,2,0.9611,0.9605,0.2632,0.0405,0.9328,0.8742,76,306.9,can,reverse
joint,1,1,4,lung,3,0.8667,0.8632,0.2737,0.0501,0.189,0.7605,95,307.6,can,reverse
joint,1,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.5361,0.8036,15,307.7,can,reverse
joint,1,2,1,brca,1,0.9203,0.9355,1.0,-0.0,0.1951,0.6733,93,84.3,can,reverse
joint,1,2,2,brca,1,0.9203,0.9355,0.276,0.0275,0.17,0.6733,93,217.6,can,reverse
joint,1,2,2,rcc,2,0.9713,0.9737,1.0,0.0,0.4435,0.9088,76,218.8,can,reverse
joint,1,2,3,brca,1,0.9068,0.914,0.2688,0.0429,0.1807,0.6733,93,428.6,can,reverse
joint,1,2,3,rcc,2,0.9509,0.9474,0.1228,0.017,0.4588,0.9088,76,430.0,can,reverse
joint,1,2,3,lung,3,0.8436,0.8421,1.0,-0.0,0.02,0.8012,95,431.7,can,reverse
joint,1,2,4,brca,1,0.9203,0.9355,0.1935,0.0302,0.1959,0.6733,93,654.4,can,reverse
joint,1,2,4,rcc,2,0.9713,0.9737,0.1579,0.0104,0.4722,0.9088,76,655.9,can,reverse
joint,1,2,4,lung,3,0.864,0.8632,0.1789,0.0247,0.0426,0.8012,95,657.8,can,reverse
joint,1,2,4,esca,4,0.9375,0.9333,1.0,0.0,-0.0009,0.8857,15,658.2,can,reverse
joint,1,4,1,brca,1,0.8873,0.914,1.0,-0.0,0.0735,0.7561,93,172.2,can,reverse
joint,1,4,2,brca,1,0.894,0.9247,0.3306,0.0069,0.0665,0.7561,93,444.4,can,reverse
joint,1,4,2,rcc,2,0.924,0.9342,1.0,-0.0,0.2121,0.9253,76,447.3,can,reverse
joint,1,4,3,brca,1,0.8745,0.9247,0.2122,0.0062,0.058,0.7561,93,865.7,can,reverse
joint,1,4,3,rcc,2,0.9342,0.9474,0.144,0.0027,0.233,0.9253,76,868.0,can,reverse
joint,1,4,3,lung,3,0.8749,0.8737,1.0,-0.0,0.0884,0.8251,95,871.1,can,reverse
joint,1,4,4,brca,1,0.9008,0.9355,0.2875,0.006,0.0827,0.7561,93,1296.0,can,reverse
joint,1,4,4,rcc,2,0.9509,0.9474,0.1353,0.0036,0.222,0.9253,76,1298.8,can,reverse
joint,1,4,4,lung,3,0.8321,0.8316,0.2505,0.003,0.0178,0.8251,95,1302.2,can,reverse
joint,1,4,4,esca,4,0.9375,0.9333,1.0,0.0,0.1147,0.8982,15,1302.8,can,reverse
