method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
distill,0,1,3,lung,2,0.8673,0.8632,0.6,0.0329,0.0641,0.7707,95,126.3,can,main
distill,0,1,3,rcc,3,0.9592,0.9474,1.0,-0.0,0.8465,0.8722,76,126.9,can,main
distill,0,1,4,esca,1,0.8661,0.8667,0.2,0.0592,-0.5039,0.8321,15,189.7,can,main
distill,0,1,4,lung,2,0.8673,0.8632,0.4,0.0516,0.0578,0.7707,95,190.5,can,main
distill,0,1,4,rcc,3,0.9407,0.9342,0.3421,0.0362,0.7993,0.8722,76,191.0,can,main
distill,0,1,4,brca,4,0.7955,0.8925,1.0,-0.0,0.1657,0.6985,93,191.8,can,main
distill,0,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0259,0.8714,15,11.7,can,main
distill,0,2,2,esca,1,0.9375,0.9333,0.1778,0.015,0.0077,0.8714,15,128.0,can,main
distill,0,2,2,lung,2,0.8361,0.8316,1.0,-0.0,-0.0333,0.8114,95,129.4,can,main
distill,0,2,3,esca,1,0.9375,0.9333,0.2222,0.017,0.062,0.8714,15,220.7,can,main
distill,0,2,3,lung,2,0.8463,0.8421,0.2632,0.0116,0.0259,0.8114,95,222.1,can,main
distill,0,2,3,rcc,3,0.9407,0.9342,1.0,-0.0,0.3658,0.9133,76,223.0,can,main
distill,0,2,4,esca,1,0.9375,0.9333,0.1333,0.0214,0.1809,0.8714,15,337.3,can,main
distill,0,2,4,lung,2,0.8776,0.8737,0.193,0.0172,0.0096,0.8114,95,338.6,can,main
distill,0,2,4,rcc,3,0.9407,0.9342,0.2061,0.0128,0.3712,0.9133,76,339.6,can,main
distill,0,2,4,brca,4,0.9008,0.9355,1.0,-0.0,0.1512,0.7009,93,340.9,can,main
distill,0,4,1,esca,1,0.875,0.8667,1.0,-0.0,-0.0328,0.8179,15,21.5,can,main
distill,0,4,2,esca,1,0.9375,0.9333,0.1492,0.0022,0.0049,0.8179,15,247.8,can,main
distill,0,4,2,lung,2,0.8341,0.8316,1.0,-0.0,-0.0507,0.8236,95,250.4,can,main
distill,0,4,3,esca,1,0.9375,0.9333,0.0952,0.0035,0.0144,0.8179,15,430.3,can,main
distill,0,4,3,lung,2,0.8551,0.8526,0.2013,0.0024,0.0343,0.8236,95,432.9,can,main
distill,0,4,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.1688,0.9355,76,435.1,can,main
distill,0,4,4,esca,1,0.9375,0.9333,0.0889,0.0048,0.1079,0.8179,15,659.8,can,main
distill,0,4,4,lung,2,0.8245,0.8211,0.1459,0.0046,-0.0706,0.8236,95,662.2,can,main
distill,0,4,4,rcc,3,0.9426,0.9474,0.1371,0.0031,0.1815,0.9355,76,664.2,can,main
distill,0,4,4,brca,4,0.8873,0.914,1.0,-0.0,0.0843,0.705,93,666.6,can,main
ours,0,1,1,esca,1,0.8661,0.8667,1.0,0.0,-0.2336,0.8321,15,6.2,can,main
ours,0,1,2,esca,1,0.8661,0.8667,0.2,0.0473,0.2145,0.8321,15,71.8,can,main
ours,0,1,2,lung,2,0.866,0.8632,1.0,-0.0,0.0093,0.7707,95,72.5,can,main
ours,0,1,3,esca,1,0.8661,0.8667,0.2,0.0713,0.2134,0.8321,15,126.4,can,main
ours,0,1,3,lung,2,0.866,0.8632,0.4421,0.0396,0.0324,0.7707,95,127.1,can,main
ours,0,1,3,rcc,3,0.949,0.9342,1.0,-0.0,0.8174,0.8722,76,127.7,can,main
ours,0,1,4,esca,1,0.875,0.8667,0.1333,0.0736,0.0933,0.8321,15,198.2,can,main
ours,0,1,4,lung,2,0.8367,0.8316,0.3368,0.0663,0.0278,0.7707,95,198.8,can,main
ours,0,1,4,rcc,3,0.949,0.9342,0.3816,0.0319,0.7826,0.8722,76,199.4,can,main
ours,0,1,4,brca,4,0.7624,0.871,1.0,0.0,0.004,0.6985,93,200.0,can,main
ours,0,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0259,0.8714,15,11.5,can,main
ours,0,2,2,esca,1,0.9375,0.9333,0.1333,0.0149,0.0633,0.8714,15,135.9,can,main
ours,0,2,2,lung,2,0.8463,0.8421,1.0,-0.0,-0.0852,0.8114,95,137.2,can,main
ours,0,2,3,esca,1,0.8036,0.8,0.1556,0.0243,0.1945,0.8714,15,235.4,can,main
ours,0,2,3,lung,2,0.8163,0.8105,0.193,0.0173,-0.0688,0.8114,95,236.9,can,main
ours,0,2,3,rcc,3,0.9509,0.9474,1.0,-0.0,0.3802,0.9133,76,238.0,can,main
ours,0,2,4,esca,1,0.9375,0.9333,0.0222,0.0286,0.1569,0.8714,15,359.3,can,main
ours,0,2,4,lung,2,0.8367,0.8316,0.1789,0.0309,-0.0518,0.8114,95,360.7,can,main
ours,0,2,4,rcc,3,0.9407,0.9342,0.2061,0.0088,0.4237,0.9133,76,361.8,can,main
ours,0,2,4,brca,4,0.8745,0.9247,1.0,-0.0,0.1074,0.7009,93,363.3,can,main
ours,0,4,1,esca,1,0.875,0.8667,1.0,-0.0,-0.0328,0.8179,15,23.0,can,main
ours,0,4,2,esca,1,0.8661,0.8667,0.1352,0.0033,-0.1811,0.8179,15,253.1,can,main
ours,0,4,2,lung,2,0.8436,0.8421,1.0,-0.0,0.0009,0.8236,95,255.7,can,main
ours,0,4,3,esca,1,0.9375,0.9333,0.1016,0.0091,-0.0154,0.8179,15,448.5,can,main
ours,0,4,3,lung,2,0.8143,0.8105,0.1304,0.0053,-0.0644,0.8236,95,451.3,can,main
ours,0,4,3,rcc,3,0.9426,0.9474,1.0,-0.0,0.1741,0.9355,76,453.5,can,main
ours,0,4,4,esca,1,0.9375,0.9333,0.1397,0.0093,0.0822,0.8179,15,708.8,can,main
ours,0,4,4,lung,2,0.8361,0.8316,0.1301,0.0114,-0.0284,0.8236,95,711.7,can,main
ours,0,4,4,rcc,3,0.887,0.9079,0.1286,0.0048,0.153,0.9355,76,714.1,can,main
ours,0,4,4,brca,4,0.9068,0.914,1.0,-0.0,0.0669,0.705,93,716.9,can,main
joint,0,1,1,esca,1,0.8661,0.8667,1.0,0.0,-0.2336,0.8321,15,6.8,can,main
joint,0,1,2,esca,1,0.9375,0.9333,0.1333,0.0813,0.6159,0.8321,15,55.1,can,main
joint,0,1,2,lung,2,0.866,0.8632,1.0,-0.0,0.0173,0.7707,95,55.9,can,main
joint,0,1,3,esca,1,0.8661,0.8667,0.2,0.0867,0.0904,0.8321,15,124.8,can,main
joint,0,1,3,lung,2,0.8769,0.8737,0.4526,0.0718,0.0256,0.7707,95,125.6,can,main
joint,0,1,3,rcc,3,0.9694,0.9605,1.0,-0.0,0.7654,0.8738,76,126.3,can,main
joint,0,1,4,esca,1,0.9375,0.9333,0.1333,0.0848,0.6178,0.8321,15,223.9,can,main
joint,0,1,4,lung,2,0.8871,0.8842,0.3579,0.0753,0.093,0.7707,95,224.7,can,main
joint,0,1,4,rcc,3,0.9407,0.9342,0.3026,0.0244,0.7531,0.8738,76,225.4,can,main
joint,0,1,4,brca,4,0.9068,0.914,1.0,-0.0,0.4514,0.7063,93,226.2,can,main
joint,0,2,1,esca,1,0.9375,0.9333,1.0,0.0,0.0259,0.8714,15,12.5,can,main
joint,0,2,2,esca,1,0.9375,0.9333,0.2667,0.0301,-0.034,0.8714,15,99.6,can,main
joint,0,2,2,lung,2,0.8538,0.8526,1.0,-0.0,-0.0862,0.8114,95,101.1,can,main
joint,0,2,3,esca,1,1.0,1.0,0.2222,0.0272,0.318,0.8714,15,227.7,can,main
joint,0,2,3,lung,2,0.8871,0.8842,0.214,0.0216,0.0237,0.8114,95,229.3,can,main
joint,0,2,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.3849,0.9322,76,230.6,can,main
joint,0,2,4,esca,1,0.9375,0.9333,0.1556,0.0403,0.2152,0.8714,15,407.6,can,main
joint,0,2,4,lung,2,0.8212,0.8211,0.2246,0.0266,-0.0584,0.8114,95,408.8,can,main
joint,0,2,4,rcc,3,0.9713,0.9737,0.1974,0.0126,0.4303,0.9322,76,409.8,can,main
joint,0,2,4,brca,4,0.9136,0.9247,1.0,-0.0,0.195,0.7128,93,411.0,can,main
joint,0,4,1,esca,1,0.875,0.8667,1.0,-0.0,-0.0328,0.8179,15,21.5,can,main
joint,0,4,2,esca,1,0.8661,0.8667,0.1048,0.0104,0.0084,0.8179,15,182.8,can,main
joint,0,4,2,lung,2,0.8232,0.8211,1.0,-0.0,0.0431,0.8236,95,185.7,can,main
joint,0,4,3,esca,1,1.0,1.0,0.0921,0.0123,0.1724,0.8179,15,429.7,can,main
joint,0,4,3,lung,2,0.8545,0.8526,0.2443,0.0067,-0.0086,0.8236,95,432.3,can,main
joint,0,4,3,rcc,3,0.9342,0.9474,1.0,-0.0,0.205,0.942,76,434.5,can,main
joint,0,4,4,esca,1,0.9375,0.9333,0.0889,0.0077,0.0164,0.8179,15,775.6,can,main
joint,0,4,4,lung,2,0.8028,0.8,0.1136,0.0093,-0.0035,0.8236,95,778.0,can,main
joint,0,4,4,rcc,3,0.9426,0.9474,0.1549,0.0032,0.1791,0.942,76,779.9,can,main
joint,0,4,4,brca,4,0.7361,0.8602,1.0,-0.0,0.0982,0.7221,93,782.1,can,main
