method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,3,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0048,0.9071,15,12.8,can,main
seqft,3,1,2,esca,1,0.9286,0.9333,0.0667,0.5249,0.5111,0.9071,15,57.6,can,main
seqft,3,1,2,lung,2,0.8756,0.8737,1.0,-0.0,-0.186,0.7535,95,58.4,can,main
seqft,3,1,3,esca,1,0.8661,0.8667,0.0667,0.3169,0.0839,0.9071,15,93.8,can,main
seqft,3,1,3,lung,2,0.8551,0.8526,0.0842,0.2428,0.1589,0.7535,95,94.6,can,main
seqft,3,1,3,rcc,3,0.9528,0.9605,1.0,0.0,0.8235,0.8533,76,95.2,can,main
seqft,3,1,4,esca,1,0.8036,0.8,0.0,0.1835,-0.1538,0.9071,15,138.3,can,main
seqft,3,1,4,lung,2,0.8239,0.8211,0.0211,0.3786,-0.0585,0.7535,95,139.0,can,main
seqft,3,1,4,rcc,3,0.9055,0.9211,0.0395,0.2548,0.8067,0.8533,76,139.6,can,main
seqft,3,1,4,brca,4,0.9136,0.9247,1.0,-0.0,0.3107,0.655,93,140.3,can,main
seqft,3,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1337,0.825,15,15.9,can,main
seqft,3,2,2,esca,1,0.7946,0.8,0.0222,0.1324,0.1983,0.825,15,93.6,can,main
seqft,3,2,2,lung,2,0.896,0.8947,1.0,-0.0,0.1076,0.7867,95,95.0,can,main
seqft,3,2,3,esca,1,0.7946,0.8,0.0444,0.0577,0.0043,0.825,15,156.4,can,main
seqft,3,2,3,lung,2,0.7831,0.7789,0.0526,0.147,-0.0694,0.7867,95,157.7,can,main
seqft,3,2,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.3937,0.8825,76,158.8,can,main
seqft,3,2,4,esca,1,0.9375,0.9333,0.1111,0.0523,0.1563,0.825,15,236.2,can,main
seqft,3,2,4,lung,2,0.8361,0.8316,0.0526,0.1594,-0.0104,0.7867,95,237.7,can,main
seqft,3,2,4,rcc,3,0.963,0.9737,0.0965,0.0749,0.4366,0.8825,76,238.8,can,main
seqft,3,2,4,brca,4,0.9008,0.9355,1.0,-0.0,0.1291,0.7233,93,240.1,can,main
seqft,3,4,1,esca,1,0.875,0.8667,1.0,0.0,-0.0883,0.8839,15,23.2,can,main
seqft,3,4,2,esca,1,0.9375,0.9333,0.1651,0.0096,-0.0064,0.8839,15,175.3,can,main
seqft,3,4,2,lung,2,0.8463,0.8421,1.0,-0.0,-0.0069,0.8219,95,178.2,can,main
seqft,3,4,3,esca,1,0.9375,0.9333,0.146,0.0147,0.1237,0.8839,15,301.5,can,main
seqft,3,4,3,lung,2,0.8354,0.8316,0.2148,0.0131,-0.0533,0.8219,95,304.4,can,main
seqft,3,4,3,rcc,3,0.9426,0.9474,1.0,-0.0,0.2126,0.9367,76,306.7,can,main
seqft,3,4,4,esca,1,0.875,0.8667,0.0571,0.0193,-0.0604,0.8839,15,452.4,can,main
seqft,3,4,4,lung,2,0.7722,0.7684,0.0662,0.0218,0.0553,0.8219,95,455.2,can,main
seqft,3,4,4,rcc,3,0.8481,0.8684,0.0987,0.0173,0.1225,0.9367,76,457.3,can,main
seqft,3,4,4,brca,4,0.861,0.9032,1.0,-0.0,0.076,0.7381,93,459.8,can,main
ewc,3,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0048,0.9071,15,7.2,can,main
ewc,3,1,2,esca,1,1.0,1.0,0.2,0.3735,0.661,0.9071,15,60.7,can,main
ewc,3,1,2,lung,2,0.8545,0.8526,1.0,-0.0,-0.0948,0.7535,95,61.5,can,main
ewc,3,1,3,esca,1,1.0,1.0,0.0667,0.267,0.6598,0.9071,15,112.2,can,main
ewc,3,1,3,lung,2,0.8667,0.8632,0.2211,0.1355,-0.0259,0.7535,95,113.0,can,main
ewc,3,1,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.8681,0.8533,76,113.5,can,main
ewc,3,1,4,esca,1,0.8571,0.8667,0.0,0.1624,0.4767,0.9071,15,184.3,can,main
ewc,3,1,4,lung,2,0.813,0.8105,0.0632,0.3184,0.114,0.7535,95,185.1,can,main
ewc,3,1,4,rcc,3,0.9426,0.9474,0.1316,0.08,0.8492,0.8533,76,185.7,can,main
ewc,3,1,4,brca,4,0.9136,0.9247,1.0,-0.0,0.3456,0.655,93,186.5,can,main
ewc,3,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1337,0.825,15,12.8,can,main
ewc,3,2,2,esca,1,0.8661,0.8667,0.0444,0.1256,0.2088,0.825,15,107.1,can,main
ewc,3,2,2,lung,2,0.8647,0.8632,1.0,-0.0,-0.0085,0.7867,95,108.6,can,main
ewc,3,2,3,esca,1,0.8661,0.8667,0.0222,0.0526,0.0141,0.825,15,204.2,can,main
ewc,3,2,3,lung,2,0.7702,0.7684,0.0596,0.1446,0.0703,0.7867,95,205.7,can,main
ewc,3,2,3,rcc,3,0.8787,0.9079,1.0,-0.0,0.3556,0.8825,76,207.0,can,main
ewc,3,2,4,esca,1,0.9375,0.9333,0.0444,0.0566,0.2224,0.825,15,345.5,can,main
ewc,3,2,4,lung,2,0.8252,0.8211,0.1158,0.1886,0.0195,0.7867,95,347.0,can,main
ewc,3,2,4,rcc,3,0.9528,0.9605,0.0921,0.0335,0.4402,0.8825,76,348.2,can,main
ewc,3,2,4,brca,4,0.9203,0.9355,1.0,-0.0,0.134,0.7233,93,349.6,can,main
ewc,3,4,1,esca,1,0.875,0.8667,1.0,0.0,-0.0883,0.8839,15,24.1,can,main
ewc,3,4,2,esca,1,0.9375,0.9333,0.1829,0.0107,0.149,0.8839,15,211.6,can,main
ewc,3,4,2,lung,2,0.8756,0.8737,1.0,-0.0,0.0033,0.8219,95,214.6,can,main
