method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
lwf,3,2,1,brca,1,0.8745,0.9247,1.0,-0.0,0.1967,0.7063,93,89.2,can,reverse
lwf,3,2,2,brca,1,0.8812,0.9355,0.2939,0.0249,0.2069,0.7063,93,173.8,can,reverse
lwf,3,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.4873,0.9022,76,175.2,can,reverse
lwf,3,2,3,brca,1,0.8745,0.9247,0.1541,0.0568,0.2427,0.7063,93,271.9,can,reverse
lwf,3,2,3,rcc,2,0.9611,0.9605,0.193,0.0292,0.4722,0.9022,76,273.2,can,reverse
lwf,3,2,3,lung,3,0.8749,0.8737,1.0,-0.0,-0.0213,0.8175,95,274.9,can,reverse
lwf,3,2,4,brca,1,0.8023,0.9032,0.0968,0.061,0.1322,0.7063,93,292.0,can,reverse
lwf,3,2,4,rcc,2,0.9611,0.9605,0.057,0.0381,0.4085,0.9022,76,293.3,can,reverse
lwf,3,2,4,lung,3,0.866,0.8632,0.1825,0.0096,-0.0053,0.8175,95,295.1,can,reverse
lwf,3,2,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0424,0.8393,15,295.3,can,reverse
lwf,3,4,1,brca,1,0.8805,0.9032,1.0,-0.0,0.0821,0.7129,93,152.0,can,reverse
lwf,3,4,2,brca,1,0.894,0.9247,0.2697,0.0174,0.0964,0.7129,93,297.9,can,reverse
lwf,3,4,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.1992,0.9346,76,300.0,can,reverse
lwf,3,4,3,brca,1,0.8218,0.9032,0.193,0.0328,0.058,0.7129,93,463.9,can,reverse
lwf,3,4,3,rcc,2,0.9509,0.9474,0.2481,0.0046,0.2023,0.9346,76,466.0,can,reverse
lwf,3,4,3,lung,3,0.815,0.8105,1.0,-0.0,-0.1237,0.8119,95,468.8,can,reverse
lwf,3,4,4,brca,1,0.7557,0.8602,0.1584,0.0375,0.0582,0.7129,93,497.9,can,reverse
lwf,3,4,4,rcc,2,0.924,0.9342,0.1496,0.0065,0.1836,0.9346,76,500.5,can,reverse
lwf,3,4,4,lung,3,0.8456,0.8421,0.4204,0.0031,-0.1121,0.8119,95,503.8,can,reverse
lwf,3,4,4,esca,4,0.875,0.8667,1.0,0.0,0.0504,0.8696,15,504.2,can,reverse
replay,3,1,1,brca,1,0.9399,0.9355,1.0,0.0,0.4509,0.655,93,48.5,can,reverse
replay,3,1,2,brca,1,0.9129,0.8925,0.3548,0.1018,0.412,0.655,93,100.6,can,reverse
replay,3,1,2,rcc,2,0.9528,0.9605,1.0,-0.0,0.8857,0.8657,76,101.2,can,reverse
replay,3,1,3,brca,1,0.9068,0.914,0.2258,0.0964,0.3863,0.655,93,166.2,can,reverse
replay,3,1,3,rcc,2,0.924,0.9342,0.1974,0.0516,0.9203,0.8657,76,166.8,can,reverse
replay,3,1,3,lung,3,0.866,0.8632,1.0,-0.0,-0.0411,0.7736,95,167.6,can,reverse
replay,3,1,4,brca,1,0.9264,0.914,0.3118,0.1139,0.4328,0.655,93,179.1,can,reverse
replay,3,1,4,rcc,2,0.9713,0.9737,0.2105,0.0371,0.9631,0.8657,76,179.7,can,reverse
replay,3,1,4,lung,3,0.7959,0.7895,0.3368,0.078,-0.1758,0.7736,95,180.6,can,reverse
replay,3,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.6102,0.9339,15,180.7,can,reverse
replay,3,2,1,brca,1,0.8745,0.9247,1.0,-0.0,0.1967,0.7063,93,74.0,can,reverse
replay,3,2,2,brca,1,0.894,0.9247,0.2043,0.1124,0.1962,0.7063,93,163.3,can,reverse
replay,3,2,2,rcc,2,0.9713,0.9737,1.0,0.0,0.4401,0.9022,76,164.4,can,reverse
replay,3,2,3,brca,1,0.9136,0.9247,0.1971,0.1106,0.2066,0.7063,93,282.6,can,reverse
replay,3,2,3,rcc,2,0.9815,0.9868,0.0877,0.0213,0.4599,0.9022,76,283.8,can,reverse
replay,3,2,3,lung,3,0.8334,0.8316,1.0,-0.0,0.025,0.8175,95,285.3,can,reverse
replay,3,2,4,brca,1,0.9203,0.9355,0.1828,0.1124,0.1914,0.7063,93,306.2,can,reverse
replay,3,2,4,rcc,2,0.9713,0.9737,0.1535,0.025,0.4681,0.9022,76,307.5,can,reverse
replay,3,2,4,lung,3,0.8259,0.8211,0.1579,0.0325,-0.1373,0.8175,95,309.0,can,reverse
replay,3,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.2026,0.8393,15,309.3,can,reverse
replay,3,4,1,brca,1,0.8805,0.9032,1.0,-0.0,0.0821,0.7129,93,145.7,can,reverse
replay,3,4,2,brca,1,0.8151,0.8925,0.1424,0.034,0.0873,0.7129,93,321.0,can,reverse
replay,3,4,2,rcc,2,0.9815,0.9868,1.0,-0.0,0.2292,0.9346,76,323.1,can,reverse
replay,3,4,3,brca,1,0.7955,0.8925,0.1921,0.0454,0.086,0.7129,93,544.7,can,reverse
replay,3,4,3,rcc,2,0.9342,0.9474,0.3173,0.0119,0.2298,0.9346,76,546.9,can,reverse
replay,3,4,3,lung,3,0.8436,0.8421,1.0,-0.0,0.0255,0.8119,95,549.6,can,reverse
replay,3,4,4,brca,1,0.9008,0.9355,0.1622,0.0499,0.0709,0.7129,93,585.3,can,reverse
replay,3,4,4,rcc,2,0.9528,0.9605,0.1029,0.0142,0.2169,0.9346,76,587.8,can,reverse
replay,3,4,4,lung,3,0.8035,0.8,0.1665,0.0129,-0.0714,0.8119,95,590.7,can,reverse
replay,3,4,4,esca,4,0.8661,0.8667,1.0,0.0,-0.0751,0.8696,15,591.1,can,reverse
distill,3,1,1,brca,1,0.9399,0.9355,1.0,0.0,0.4509,0.655,93,46.7,can,reverse
distill,3,1,2,brca,1,0.9399,0.9355,0.5161,0.0159,0.4344,0.655,93,101.0,can,reverse
distill,3,1,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.9049,0.8657,76,101.6,can,reverse
distill,3,1,3,brca,1,0.9399,0.9355,0.3978,0.0637,0.4226,0.655,93,166.2,can,reverse
distill,3,1,3,rcc,2,0.9796,0.9737,0.3158,0.0309,0.9174,0.8657,76,166.8,can,reverse
distill,3,1,3,lung,3,0.8551,0.8526,1.0,-0.0,-0.127,0.7736,95,167.6,can,reverse
distill,3,1,4,brca,1,0.9264,0.914,0.3763,0.0683,0.4016,0.655,93,178.7,can,reverse
distill,3,1,4,rcc,2,0.9796,0.9737,0.3289,0.0353,0.9154,0.8657,76,179.4,can,reverse
distill,3,1,4,lung,3,0.8341,0.8316,0.4316,0.0409,-0.125,0.7736,95,180.2,can,reverse
distill,3,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.5972,0.9339,15,180.3,can,reverse
distill,3,2,1,brca,1,0.8745,0.9247,1.0,-0.0,0.1967,0.7063,93,75.7,can,reverse
distill,3,2,2,brca,1,0.9075,0.9462,0.3082,0.0148,0.2196,0.7063,93,172.8,can,reverse
distill,3,2,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.4648,0.9022,76,173.9,can,reverse
distill,3,2,3,brca,1,0.861,0.9032,0.2294,0.0156,0.135,0.7063,93,301.6,can,reverse
distill,3,2,3,rcc,2,0.9713,0.9737,0.2193,0.006,0.4604,0.9022,76,302.8,can,reverse
distill,3,2,3,lung,3,0.8436,0.8421,1.0,0.0,-0.0368,0.8175,95,304.4,can,reverse
distill,3,2,4,brca,1,0.8677,0.914,0.1685,0.0182,0.1633,0.7063,93,326.4,can,reverse
distill,3,2,4,rcc,2,0.9611,0.9605,0.2281,0.0093,0.4157,0.9022,76,327.6,can,reverse
distill,3,2,4,lung,3,0.8647,0.8632,0.1965,0.0097,-0.0822,0.8175,95,329.1,can,reverse
distill,3,2,4,esca,4,0.9375,0.9333,1.0,0.0,0.2579,0.8393,15,329.4,can,reverse
distill,3,4,1,brca,1,0.8805,0.9032,1.0,-0.0,0.0821,0.7129,93,145.4,can,reverse
distill,3,4,2,brca,1,0.8414,0.9032,0.2527,0.0116,0.0716,0.7129,93,328.4,can,reverse
distill,3,4,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.2227,0.9346,76,330.7,can,reverse
distill,3,4,3,brca,1,0.861,0.9032,0.2024,0.0066,0.0424,0.7129,93,564.8,can,reverse
distill,3,4,3,rcc,2,0.9157,0.9342,0.1981,0.0016,0.1886,0.9346,76,567.0,can,reverse
distill,3,4,3,lung,3,0.8449,0.8421,1.0,-0.0,0.0071,0.8119,95,569.7,can,reverse
distill,3,4,4,brca,1,0.894,0.9247,0.2072,0.0099,0.0742,0.7129,93,607.7,can,reverse
distill,3,4,4,rcc,2,0.9611,0.9605,0.3108,0.0067,0.196,0.9346,76,610.0,can,reverse
distill,3,4,4,lung,3,0.8776,0.8737,0.2146,0.0044,-0.024,0.8119,95,612.6,can,reverse
distill,3,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.1534,0.8696,15,613.0,can,reverse
ours,3,1,1,brca,1,0.9399,0.9355,1.0,0.0,0.4509,0.655,93,42.8,can,reverse
ours,3,1,2,brca,1,0.9399,0.9355,0.5699,0.0269,0.4519,0.655,93,107.0,can,reverse
ours,3,1,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.905,0.8657,76,107.7,can,reverse
ours,3,1,3,brca,1,0.9203,0.9355,0.2258,0.0556,0.4234,0.655,93,184.0,can,reverse
ours,3,1,3,rcc,2,0.9713,0.9737,0.2237,0.032,0.9011,0.8657,76,184.6,can,reverse
ours,3,1,3,lung,3,0.8545,0.8526,1.0,-0.0,-0.1505,0.7736,95,185.3,can,reverse
ours,3,1,4,brca,1,0.9399,0.9355,0.2796,0.0584,0.4353,0.655,93,197.0,can,reverse
ours,3,1,4,rcc,2,0.9796,0.9737,0.2895,0.0325,0.939,0.8657,76,197.6,can,reverse
ours,3,1,4,lung,3,0.7933,0.7895,0.4105,0.0437,-0.1575,0.7736,95,198.3,can,reverse
ours,3,1,4,esca,4,1.0,1.0,1.0,0.0,0.6573,0.9339,15,198.4,can,reverse
ours,3,2,1,brca,1,0.8745,0.9247,1.0,-0.0,0.1967,0.7063,93,74.6,can,reverse
ours,3,2,2,brca,1,0.9008,0.9355,0.2796,0.0317,0.209,0.7063,93,183.8,can,reverse
ours,3,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.3876,0.9022,76,185.0,can,reverse
ours,3,2,3,brca,1,0.9399,0.9355,0.2007,0.0376,0.2101,0.7063,93,318.8,can,reverse
ours,3,2,3,rcc,2,0.9713,0.9737,0.2061,0.0078,0.4056,0.9022,76,320.0,can,reverse
ours,3,2,3,lung,3,0.8436,0.8421,1.0,-0.0,-0.0511,0.8175,95,321.4,can,reverse
ours,3,2,4,brca,1,0.8745,0.9247,0.2115,0.0474,0.1707,0.7063,93,344.1,can,reverse
ours,3,2,4,rcc,2,0.9713,0.9737,0.1974,0.0396,0.4416,0.9022,76,345.2,can,reverse
ours,3,2,4,lung,3,0.8341,0.8316,0.3544,0.0151,-0.0195,0.8175,95,346.6,can,reverse
ours,3,2,4,esca,4,0.9375,0.9333,1.0,0.0,-0.1094,0.8393,15,346.8,can,reverse
ours,3,4,1,brca,1,0.8805,0.9032,1.0,-0.0,0.0821,0.7129,93,146.7,can,reverse
ours,3,4,2,brca,1,0.9068,0.914,0.2332,0.0277,0.0862,0.7129,93,366.6,can,reverse
ours,3,4,2,rcc,2,0.9119,0.9079,1.0,-0.0,0.1962,0.9346,76,369.1,can,reverse
ours,3,4,3,brca,1,0.9008,0.9355,0.1543,0.0256,0.1055,0.7129,93,651.3,can,reverse
ours,3,4,3,rcc,2,0.9713,0.9737,0.1209,0.003,0.2285,0.9346,76,653.9,can,reverse
ours,3,4,3,lung,3,0.8334,0.8316,1.0,-0.0,0.0438,0.8119,95,657.1,can,reverse
ours,3,4,4,brca,1,0.894,0.9247,0.1973,0.0397,0.0842,0.7129,93,704.7,can,reverse
ours,3,4,4,rcc,2,0.9713,0.9737,0.1373,0.0058,0.2185,0.9346,76,707.4,can,reverse
ours,3,4,4,lung,3,0.8245,0.8211,0.2448,0.0062,-0.0804,0.8119,95,710.6,can,reverse
ours,3,4,4,esca,4,1.0,1.0,1.0,0.0,0.172,0.8696,15,711.1,can,reverse
joint,3,1,1,brca,1,0.9399,0.9355,1.0,0.0,0.4509,0.655,93,48.8,can,reverse
joint,3,1,2,brca,1,0.8482,0.914,0.2688,0.0672,0.276,0.655,93,122.8,can,reverse
joint,3,1,2,rcc,2,0.9713,0.9737,1.0,0.0,0.917,0.8657,76,123.5,can,reverse
joint,3,1,3,brca,1,0.9264,0.914,0.2903,0.0717,0.4168,0.655,93,242.3,can,reverse
joint,3,1,3,rcc,2,0.9796,0.9737,0.1842,0.0486,0.9259,0.8657,76,243.1,can,reverse
joint,3,1,3,lung,3,0.8762,0.8737,1.0,0.0,-0.0828,0.7576,95,244.0,can,reverse
joint,3,1,4,brca,1,0.8482,0.914,0.3011,0.0703,0.1934,0.655,93,357.1,can,reverse
joint,3,1,4,rcc,2,0.9796,0.9737,0.1711,0.0278,0.9161,0.8657,76,358.0,can,reverse
joint,3,1,4,lung,3,0.8654,0.8632,0.2947,0.0559,-0.1252,0.7576,95,359.0,can,reverse
joint,3,1,4,esca,4,1.0,1.0,1.0,0.0,0.6906,0.9196,15,359.2,can,reverse
joint,3,2,1,brca,1,0.8745,0.9247,1.0,-0.0,0.1967,0.7063,93,91.0,can,reverse
joint,3,2,2,brca,1,0.9008,0.9355,0.2437,0.023,0.1588,0.7063,93,232.0,can,reverse
joint,3,2,2,rcc,2,0.9713,0.9737,1.0,0.0,0.4181,0.9022,76,233.4,can,reverse
joint,3,2,3,brca,1,0.9136,0.9247,0.2043,0.03,0.1638,0.7063,93,445.2,can,reverse
joint,3,2,3,rcc,2,0.9713,0.9737,0.1316,0.0114,0.4472,0.9022,76,446.7,can,reverse
joint,3,2,3,lung,3,0.8327,0.8316,1.0,-0.0,0.0915,0.8042,95,448.6,can,reverse
joint,3,2,4,brca,1,0.9136,0.9247,0.2043,0.0279,0.1908,0.7063,93,657.9,can,reverse
joint,3,2,4,rcc,2,0.9611,0.9605,0.1535,0.0091,0.4379,0.9022,76,659.5,can,reverse
joint,3,2,4,lung,3,0.8436,0.8421,0.207,0.0597,-0.0636,0.8042,95,661.5,can,reverse
joint,3,2,4,esca,4,1.0,1.0,1.0,0.0,0.3354,0.825,15,661.7,can,reverse
joint,3,4,1,brca,1,0.8805,0.9032,1.0,-0.0,0.0821,0.7129,93,169.9,can,reverse
joint,3,4,2,brca,1,0.8474,0.8817,0.3195,0.0085,0.0363,0.7129,93,447.7,can,reverse
joint,3,4,2,rcc,2,0.9713,0.9737,1.0,-0.0,0.2053,0.9346,76,450.7,can,reverse
joint,3,4,3,brca,1,0.861,0.9032,0.343,0.0159,0.0773,0.7129,93,839.7,can,reverse
joint,3,4,3,rcc,2,0.924,0.9342,0.1069,0.0041,0.2161,0.9346,76,842.1,can,reverse
joint,3,4,3,lung,3,0.8558,0.8526,1.0,-0.0,0.0019,0.8165,95,845.1,can,reverse
joint,3,4,4,brca,1,0.8151,0.8925,0.2105,0.0228,0.0634,0.7129,93,1146.0,can,reverse
joint,3,4,4,rcc,2,0.9407,0.9342,0.1706,0.0056,0.1991,0.9346,76,1147.9,can,reverse
joint,3,4,4,lung,3,0.8538,0.8526,0.1598,0.0027,-0.0218,0.8165,95,1150.4,can,reverse
joint,3,4,4,esca,4,0.9375,0.9333,1.0,-0.0,0.0564,0.8696,15,1150.8,can,reverse
