method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,random_ref,n_test,wall_s,dataset,order
seqft,2,2,4,lung,3,0.8647,0.8632,0.1404,0.1301,0.1249,0.787,95,264.8,can,reverse
seqft,2,2,4,esca,4,0.8661,0.8667,1.0,0.0,-0.364,0.8536,15,265.1,can,reverse
seqft,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,155.8,can,reverse
seqft,2,4,2,brca,1,0.8286,0.914,0.1649,0.0233,0.1082,0.8516,93,272.8,can,reverse
seqft,2,4,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.1832,0.9174,76,275.8,can,reverse
seqft,2,4,3,brca,1,0.8873,0.914,0.1319,0.0165,0.1013,0.8516,93,425.7,can,reverse
seqft,2,4,3,rcc,2,0.9055,0.9211,0.1013,0.0126,0.1776,0.9174,76,428.0,can,reverse
seqft,2,4,3,lung,3,0.7926,0.7895,1.0,-0.0,-0.0194,0.8122,95,430.8,can,reverse
seqft,2,4,4,brca,1,0.8482,0.914,0.0874,0.0163,0.0746,0.8516,93,455.3,can,reverse
seqft,2,4,4,rcc,2,0.9444,0.9605,0.1013,0.02,0.1913,0.9174,76,457.4,can,reverse
seqft,2,4,4,lung,3,0.8558,0.8526,0.1066,0.019,0.0278,0.8122,95,460.2,can,reverse
seqft,2,4,4,esca,4,0.8661,0.8667,1.0,-0.0,0.0118,0.8714,15,460.6,can,reverse
ewc,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,43.7,can,reverse
ewc,2,1,2,brca,1,0.8218,0.9032,0.1935,0.3062,0.3575,0.6286,93,84.5,can,reverse
ewc,2,1,2,rcc,2,0.9101,0.8947,1.0,-0.0,0.6921,0.8437,76,85.1,can,reverse
ewc,2,1,3,brca,1,0.8218,0.9032,0.172,0.3337,0.323,0.6286,93,144.3,can,reverse
ewc,2,1,3,rcc,2,0.949,0.9342,0.1974,0.3536,0.7568,0.8437,76,145.1,can,reverse
ewc,2,1,3,lung,3,0.8538,0.8526,1.0,-0.0,0.0682,0.7603,95,146.2,can,reverse
ewc,2,1,4,brca,1,0.8023,0.9032,0.129,0.2478,0.276,0.6286,93,157.9,can,reverse
ewc,2,1,4,rcc,2,0.9305,0.9211,0.1184,0.1038,0.7872,0.8437,76,158.7,can,reverse
ewc,2,1,4,lung,3,0.8048,0.8,0.1474,0.2131,-0.1246,0.7603,95,159.7,can,reverse
ewc,2,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.1548,0.8536,15,159.8,can,reverse
ewc,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,86.7,can,reverse
ewc,2,2,2,brca,1,0.8482,0.914,0.2079,0.1347,0.1315,0.7415,93,167.3,can,reverse
ewc,2,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.3788,0.8865,76,168.4,can,reverse
ewc,2,2,3,brca,1,0.8812,0.9355,0.2007,0.1435,0.1997,0.7415,93,277.2,can,reverse
ewc,2,2,3,rcc,2,0.9611,0.9605,0.1096,0.1319,0.354,0.8865,76,278.3,can,reverse
ewc,2,2,3,lung,3,0.8545,0.8526,1.0,0.0,0.0417,0.787,95,279.9,can,reverse
ewc,2,2,4,brca,1,0.9008,0.9355,0.2007,0.1128,0.1701,0.7415,93,301.9,can,reverse
ewc,2,2,4,rcc,2,0.9611,0.9605,0.1579,0.0456,0.3445,0.8865,76,303.1,can,reverse
ewc,2,2,4,lung,3,0.8347,0.8316,0.2947,0.08,0.0374,0.787,95,304.6,can,reverse
ewc,2,2,4,esca,4,0.9375,0.9333,1.0,0.0,-0.0077,0.8536,15,304.8,can,reverse
ewc,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,148.1,can,reverse
ewc,2,4,2,brca,1,0.7692,0.8817,0.197,0.0273,0.0597,0.8516,93,287.4,can,reverse
ewc,2,4,2,rcc,2,0.9528,0.9605,1.0,-0.0,0.2148,0.9174,76,289.7,can,reverse
ewc,2,4,3,brca,1,0.7287,0.8172,0.085,0.0176,0.0498,0.8516,93,489.0,can,reverse
ewc,2,4,3,rcc,2,0.8787,0.9079,0.0777,0.0082,0.1579,0.9174,76,491.3,can,reverse
ewc,2,4,3,lung,3,0.813,0.8105,1.0,-0.0,-0.0284,0.8122,95,494.4,can,reverse
ewc,2,4,4,brca,1,0.8218,0.9032,0.0914,0.0127,0.0948,0.8516,93,535.3,can,reverse
ewc,2,4,4,rcc,2,0.9074,0.9342,0.0608,0.0152,0.1856,0.9174,76,538.1,can,reverse
ewc,2,4,4,lung,3,0.8436,0.8421,0.1393,0.0107,0.027,0.8122,95,542.3,can,reverse
ewc,2,4,4,esca,4,0.9375,0.9333,1.0,0.0,0.1016,0.8714,15,542.9,can,reverse
lwf,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,54.3,can,reverse
lwf,2,1,2,brca,1,0.9136,0.9247,0.3011,0.1193,0.4114,0.6286,93,94.7,can,reverse
lwf,2,1,2,rcc,2,0.9713,0.9737,1.0,0.0,0.7909,0.8437,76,95.3,can,reverse
lwf,2,1,3,brca,1,0.8279,0.8817,0.1828,0.2363,0.3259,0.6286,93,142.3,can,reverse
lwf,2,1,3,rcc,2,0.9592,0.9474,0.25,0.0763,0.7492,0.8437,76,142.9,can,reverse
lwf,2,1,3,lung,3,0.8756,0.8737,1.0,0.0,0.067,0.7603,95,143.7,can,reverse
lwf,2,1,4,brca,1,0.7557,0.8602,0.1183,0.2596,0.2943,0.6286,93,152.3,can,reverse
lwf,2,1,4,rcc,2,0.9796,0.9737,0.0921,0.0584,0.8059,0.8437,76,152.9,can,reverse
lwf,2,1,4,lung,3,0.8558,0.8526,0.3684,0.0393,0.044,0.7603,95,153.6,can,reverse
lwf,2,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.2015,0.8536,15,153.7,can,reverse
lwf,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,76.7,can,reverse
lwf,2,2,2,brca,1,0.8218,0.9032,0.3297,0.0614,0.0773,0.7415,93,161.0,can,reverse
lwf,2,2,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.3883,0.8865,76,162.4,can,reverse
lwf,2,2,3,brca,1,0.8549,0.9247,0.3656,0.1001,0.1655,0.7415,93,268.1,can,reverse
lwf,2,2,3,rcc,2,0.9611,0.9605,0.2193,0.0232,0.389,0.8865,76,269.4,can,reverse
lwf,2,2,3,lung,3,0.8966,0.8947,1.0,-0.0,0.0014,0.787,95,271.0,can,reverse
lwf,2,2,4,brca,1,0.7496,0.8817,0.276,0.1266,0.1115,0.7415,93,287.2,can,reverse
lwf,2,2,4,rcc,2,0.9713,0.9737,0.1798,0.0227,0.3739,0.8865,76,288.7,can,reverse
lwf,2,2,4,lung,3,0.8538,0.8526,0.4175,0.017,-0.0738,0.787,95,290.6,can,reverse
lwf,2,2,4,esca,4,0.9375,0.9333,1.0,-0.0,0.2221,0.8536,15,290.9,can,reverse
lwf,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,179.1,can,reverse
lwf,2,4,2,brca,1,0.6775,0.8602,0.2053,0.017,0.0465,0.8516,93,316.4,can,reverse
lwf,2,4,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.1446,0.9174,76,318.6,can,reverse
lwf,2,4,3,brca,1,0.8549,0.9247,0.1145,0.0109,0.1128,0.8516,93,492.2,can,reverse
lwf,2,4,3,rcc,2,0.9611,0.9605,0.2159,0.0029,0.1746,0.9174,76,494.7,can,reverse
lwf,2,4,3,lung,3,0.8449,0.8421,1.0,-0.0,-0.0578,0.8122,95,497.8,can,reverse
lwf,2,4,4,brca,1,0.8482,0.914,0.1153,0.0118,0.0992,0.8516,93,531.1,can,reverse
lwf,2,4,4,rcc,2,0.9426,0.9474,0.1634,0.0054,0.1628,0.9174,76,533.6,can,reverse
lwf,2,4,4,lung,3,0.8443,0.8421,0.2618,0.0026,-0.0103,0.8122,95,536.7,can,reverse
lwf,2,4,4,esca,4,0.8661,0.8667,1.0,0.0,-0.0077,0.8714,15,537.2,can,reverse
replay,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,41.7,can,reverse
replay,2,1,2,brca,1,0.8805,0.9032,0.2796,0.0751,0.3147,0.6286,93,93.1,can,reverse
replay,2,1,2,rcc,2,0.9407,0.9342,1.0,-0.0,0.7393,0.8437,76,93.9,can,reverse
replay,2,1,3,brca,1,0.9068,0.914,0.3118,0.1384,0.3953,0.6286,93,160.2,can,reverse
replay,2,1,3,rcc,2,0.9184,0.8947,0.1711,0.0472,0.6954,0.8437,76,160.8,can,reverse
replay,2,1,3,lung,3,0.8212,0.8211,1.0,-0.0,-0.0792,0.7603,95,161.6,can,reverse
replay,2,1,4,brca,1,0.9331,0.9247,0.1935,0.1291,0.4693,0.6286,93,172.6,can,reverse
replay,2,1,4,rcc,2,0.9388,0.9211,0.2237,0.0633,0.7278,0.8437,76,173.3,can,reverse
replay,2,1,4,lung,3,0.8252,0.8211,0.1684,0.1194,-0.1769,0.7603,95,174.0,can,reverse
replay,2,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.1705,0.8536,15,174.1,can,reverse
replay,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,87.0,can,reverse
replay,2,2,2,brca,1,0.9271,0.9462,0.2115,0.1272,0.1835,0.7415,93,182.8,can,reverse
replay,2,2,2,rcc,2,0.9898,0.9868,1.0,-0.0,0.456,0.8865,76,184.0,can,reverse
replay,2,2,3,brca,1,0.9196,0.9032,0.1935,0.0797,0.2042,0.7415,93,300.2,can,reverse
replay,2,2,3,rcc,2,0.9528,0.9605,0.0965,0.0305,0.3586,0.8865,76,301.4,can,reverse
replay,2,2,3,lung,3,0.8973,0.8947,1.0,0.0,0.0385,0.787,95,302.7,can,reverse
replay,2,2,4,brca,1,0.9331,0.9247,0.1254,0.0759,0.2293,0.7415,93,321.3,can,reverse
replay,2,2,4,rcc,2,0.924,0.9342,0.0658,0.0292,0.3407,0.8865,76,322.3,can,reverse
replay,2,2,4,lung,3,0.8259,0.8211,0.1719,0.043,0.0065,0.787,95,323.7,can,reverse
replay,2,2,4,esca,4,0.875,0.8667,1.0,-0.0,-0.1,0.8536,15,323.9,can,reverse
replay,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,136.7,can,reverse
replay,2,4,2,brca,1,0.7105,0.8817,0.1245,0.1903,0.0278,0.8516,93,318.6,can,reverse
replay,2,4,2,rcc,2,0.9342,0.9474,1.0,-0.0,0.1803,0.9174,76,321.0,can,reverse
replay,2,4,3,brca,1,0.5263,0.8065,0.1398,0.1895,0.0215,0.8516,93,540.4,can,reverse
replay,2,4,3,rcc,2,0.8889,0.9211,0.1563,0.0082,0.1742,0.9174,76,542.5,can,reverse
replay,2,4,3,lung,3,0.866,0.8632,1.0,-0.0,0.0082,0.8122,95,545.1,can,reverse
replay,2,4,4,brca,1,0.6639,0.8387,0.0958,0.1256,0.0879,0.8516,93,580.6,can,reverse
replay,2,4,4,rcc,2,0.9342,0.9474,0.1203,0.0077,0.2028,0.9174,76,582.7,can,reverse
replay,2,4,4,lung,3,0.7837,0.7789,0.1219,0.0151,-0.0741,0.8122,95,585.4,can,reverse
replay,2,4,4,esca,4,0.9375,0.9333,1.0,0.0,-0.0283,0.8714,15,585.8,can,reverse
distill,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,40.1,can,reverse
distill,2,1,2,brca,1,0.9467,0.9462,0.5914,0.0205,0.4677,0.6286,93,93.8,can,reverse
distill,2,1,2,rcc,2,0.9407,0.9342,1.0,0.0,0.6937,0.8437,76,94.4,can,reverse
distill,2,1,3,brca,1,0.9399,0.9355,0.4086,0.0672,0.4045,0.6286,93,161.2,can,reverse
distill,2,1,3,rcc,2,0.949,0.9342,0.25,0.0309,0.7295,0.8437,76,161.8,can,reverse
distill,2,1,3,lung,3,0.8205,0.8211,1.0,0.0,-0.0404,0.7603,95,162.6,can,reverse
distill,2,1,4,brca,1,0.9399,0.9355,0.3441,0.085,0.4368,0.6286,93,173.2,can,reverse
distill,2,1,4,rcc,2,0.9388,0.9211,0.1711,0.0424,0.7036,0.8437,76,173.8,can,reverse
distill,2,1,4,lung,3,0.811,0.8105,0.4421,0.0469,-0.0833,0.7603,95,174.5,can,reverse
distill,2,1,4,esca,4,0.9375,0.9333,1.0,0.0,0.2024,0.8536,15,174.6,can,reverse
distill,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,77.9,can,reverse
distill,2,2,2,brca,1,0.8482,0.914,0.4014,0.1071,0.1281,0.7415,93,175.1,can,reverse
distill,2,2,2,rcc,2,0.9796,0.9737,1.0,-0.0,0.3895,0.8865,76,176.2,can,reverse
distill,2,2,3,brca,1,0.8745,0.9247,0.319,0.0313,0.1545,0.7415,93,298.2,can,reverse
distill,2,2,3,rcc,2,0.9713,0.9737,0.1886,0.0193,0.3879,0.8865,76,299.4,can,reverse
distill,2,2,3,lung,3,0.866,0.8632,1.0,-0.0,-0.0585,0.787,95,300.9,can,reverse
distill,2,2,4,brca,1,0.9008,0.9355,0.1935,0.0402,0.2004,0.7415,93,321.9,can,reverse
distill,2,2,4,rcc,2,0.949,0.9342,0.1404,0.0106,0.4034,0.8865,76,323.0,can,reverse
distill,2,2,4,lung,3,0.8259,0.8211,0.2386,0.0227,-0.0296,0.787,95,324.4,can,reverse
distill,2,2,4,esca,4,0.9375,0.9333,1.0,0.0,-0.1835,0.8536,15,324.6,can,reverse
distill,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,137.8,can,reverse
distill,2,4,2,brca,1,0.5459,0.8065,0.1284,0.0053,0.0461,0.8516,93,334.9,can,reverse
distill,2,4,2,rcc,2,0.9509,0.9474,1.0,-0.0,0.1805,0.9174,76,337.4,can,reverse
distill,2,4,3,brca,1,0.894,0.9247,0.1211,0.0022,0.111,0.8516,93,565.3,can,reverse
distill,2,4,3,rcc,2,0.9426,0.9474,0.1832,0.0015,0.1362,0.9174,76,567.6,can,reverse
distill,2,4,3,lung,3,0.8429,0.8421,1.0,-0.0,0.0235,0.8122,95,570.4,can,reverse
distill,2,4,4,brca,1,0.7038,0.871,0.1353,0.0054,0.062,0.8516,93,608.2,can,reverse
distill,2,4,4,rcc,2,0.9426,0.9474,0.1904,0.0042,0.166,0.9174,76,610.4,can,reverse
distill,2,4,4,lung,3,0.8654,0.8632,0.2354,0.0029,0.0319,0.8122,95,613.1,can,reverse
distill,2,4,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.0165,0.8714,15,613.6,can,reverse
ours,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,42.8,can,reverse
ours,2,1,2,brca,1,0.9399,0.9355,0.4946,0.0311,0.4652,0.6286,93,98.5,can,reverse
ours,2,1,2,rcc,2,0.9407,0.9342,1.0,-0.0,0.7234,0.8437,76,99.1,can,reverse
ours,2,1,3,brca,1,0.9136,0.9247,0.2796,0.0982,0.4129,0.6286,93,172.4,can,reverse
ours,2,1,3,rcc,2,0.9388,0.9211,0.2237,0.0273,0.7064,0.8437,76,173.0,can,reverse
ours,2,1,3,lung,3,0.8212,0.8211,1.0,-0.0,0.003,0.7603,95,173.7,can,reverse
ours,2,1,4,brca,1,0.9136,0.9247,0.3548,0.0879,0.4503,0.6286,93,185.3,can,reverse
ours,2,1,4,rcc,2,0.949,0.9342,0.2632,0.0359,0.77,0.8437,76,185.8,can,reverse
ours,2,1,4,lung,3,0.8449,0.8421,0.3684,0.0642,-0.1692,0.7603,95,186.5,can,reverse
ours,2,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.1627,0.8536,15,186.6,can,reverse
ours,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,75.0,can,reverse
ours,2,2,2,brca,1,0.9271,0.9462,0.2652,0.0851,0.1768,0.7415,93,193.4,can,reverse
ours,2,2,2,rcc,2,0.9509,0.9474,1.0,-0.0,0.3729,0.8865,76,194.5,can,reverse
ours,2,2,3,brca,1,0.9203,0.9355,0.2222,0.0481,0.1684,0.7415,93,325.6,can,reverse
ours,2,2,3,rcc,2,0.9713,0.9737,0.1842,0.012,0.3754,0.8865,76,326.7,can,reverse
ours,2,2,3,lung,3,0.8776,0.8737,1.0,-0.0,0.0073,0.787,95,328.3,can,reverse
ours,2,2,4,brca,1,0.9271,0.9462,0.19,0.0491,0.2179,0.7415,93,352.7,can,reverse
ours,2,2,4,rcc,2,0.9713,0.9737,0.1404,0.0137,0.3949,0.8865,76,353.9,can,reverse
ours,2,2,4,lung,3,0.815,0.8105,0.2351,0.0257,-0.092,0.787,95,355.4,can,reverse
ours,2,2,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.0739,0.8536,15,355.6,can,reverse
ours,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,142.1,can,reverse
ours,2,4,2,brca,1,0.6579,0.8602,0.1286,0.018,0.0513,0.8516,93,354.0,can,reverse
ours,2,4,2,rcc,2,0.9407,0.9342,1.0,-0.0,0.1961,0.9174,76,356.4,can,reverse
ours,2,4,3,brca,1,0.6241,0.8065,0.1188,0.0267,0.0706,0.8516,93,628.1,can,reverse
ours,2,4,3,rcc,2,0.9055,0.9211,0.0789,0.0023,0.1638,0.9174,76,630.7,can,reverse
ours,2,4,3,lung,3,0.8429,0.8421,1.0,0.0,0.0386,0.8122,95,634.2,can,reverse
ours,2,4,4,brca,1,0.5985,0.828,0.0599,0.0477,0.0265,0.8516,93,679.0,can,reverse
ours,2,4,4,rcc,2,0.9611,0.9605,0.1658,0.0057,0.1634,0.9174,76,681.2,can,reverse
ours,2,4,4,lung,3,0.8347,0.8316,0.1606,0.0051,0.0202,0.8122,95,684.3,can,reverse
ours,2,4,4,esca,4,0.9375,0.9333,1.0,-0.0,-0.007,0.8714,15,684.8,can,reverse
joint,2,1,1,brca,1,0.9467,0.9462,1.0,-0.0,0.468,0.6286,93,49.6,can,reverse
joint,2,1,2,brca,1,0.9264,0.914,0.1935,0.0747,0.4231,0.6286,93,116.1,can,reverse
joint,2,1,2,rcc,2,0.949,0.9342,1.0,-0.0,0.7008,0.8437,76,116.8,can,reverse
joint,2,1,3,brca,1,0.9008,0.9355,0.2688,0.1175,0.4457,0.6286,93,222.2,can,reverse
joint,2,1,3,rcc,2,0.9407,0.9342,0.1579,0.0361,0.8077,0.8437,76,222.8,can,reverse
joint,2,1,3,lung,3,0.864,0.8632,1.0,-0.0,-0.0006,0.7805,95,223.5,can,reverse
joint,2,1,4,brca,1,0.8873,0.914,0.2903,0.0894,0.346,0.6286,93,324.7,can,reverse
joint,2,1,4,rcc,2,0.9407,0.9342,0.2632,0.0284,0.7089,0.8437,76,325.4,can,reverse
joint,2,1,4,lung,3,0.8545,0.8526,0.3684,0.0757,-0.0684,0.7805,95,326.3,can,reverse
joint,2,1,4,esca,4,0.9375,0.9333,1.0,-0.0,0.5851,0.8696,15,326.4,can,reverse
joint,2,2,1,brca,1,0.8218,0.9032,1.0,0.0,0.0576,0.7415,93,91.1,can,reverse
joint,2,2,2,brca,1,0.809,0.914,0.3262,0.0274,0.0733,0.7415,93,243.3,can,reverse
joint,2,2,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.3626,0.8865,76,244.8,can,reverse
joint,2,2,3,brca,1,0.8873,0.914,0.1828,0.0516,0.1665,0.7415,93,463.0,can,reverse
joint,2,2,3,rcc,2,0.9898,0.9868,0.2851,0.0081,0.4046,0.8865,76,464.3,can,reverse
joint,2,2,3,lung,3,0.8647,0.8632,1.0,-0.0,-0.1057,0.7856,95,466.2,can,reverse
joint,2,2,4,brca,1,0.8549,0.9247,0.2939,0.034,0.1079,0.7415,93,670.1,can,reverse
joint,2,2,4,rcc,2,0.9694,0.9605,0.2061,0.0119,0.3856,0.8865,76,671.7,can,reverse
joint,2,2,4,lung,3,0.8436,0.8421,0.2175,0.0155,-0.0644,0.7856,95,673.6,can,reverse
joint,2,2,4,esca,4,0.9375,0.9333,1.0,0.0,-0.0416,0.8554,15,673.9,can,reverse
joint,2,4,1,brca,1,0.7233,0.871,1.0,-0.0,0.0796,0.8516,93,173.1,can,reverse
joint,2,4,2,brca,1,0.9068,0.914,0.1019,0.0329,0.098,0.8516,93,445.0,can,reverse
joint,2,4,2,rcc,2,0.9611,0.9605,1.0,-0.0,0.1586,0.9174,76,447.6,can,reverse
joint,2,4,3,brca,1,0.809,0.914,0.1181,0.0117,0.1039,0.8516,93,877.8,can,reverse
joint,2,4,3,rcc,2,0.9528,0.9605,0.1731,0.004,0.2018,0.9174,76,880.7,can,reverse
joint,2,4,3,lung,3,0.8545,0.8526,1.0,-0.0,0.0437,0.8185,95,884.3,can,reverse
joint,2,4,4,brca,1,0.894,0.9247,0.1104,0.0095,0.1155,0.8516,93,1232.2,can,reverse
joint,2,4,4,rcc,2,0.9815,0.9868,0.1159,0.0032,0.1878,0.9174,76,1234.6,can,reverse
joint,2,4,4,lung,3,0.8769,0.8737,0.1559,0.0029,-0.0381,0.8185,95,1237.6,can,reverse
joint,2,4,4,esca,4,0.8661,0.8667,1.0,0.0,-0.1244,0.8714,15,1238.1,can,reverse
