method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order
ewc,0,1,2,T1_renal,1,0.6667,0.6667,0.1667,0.1188,-0.6212,0.4024,0.248,0.4667,6,3.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,1,2,T2_breast,2,1.0,1.0,1.0,0.0,0.6576,0.5891,0.1263,0.8333,6,3.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,2.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,2,2,T1_renal,1,0.6667,0.6667,0.0556,0.0431,-0.4676,0.4476,0.222,0.6,6,6.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,2,2,T2_breast,2,0.8333,0.8333,1.0,0.0,0.0818,0.6047,0.122,0.7667,6,6.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,4,2,T1_renal,1,0.6667,0.6667,0.0476,0.0425,-0.185,0.303,0.2401,0.6667,6,11.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ewc,0,4,2,T2_breast,2,1.0,1.0,1.0,0.0,0.1487,0.4578,0.1647,0.9333,6,11.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,1,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.4355,0.4737,0.2249,0.4667,6,1.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,1,2,T1_renal,1,0.8333,0.8333,0.5,0.0494,-0.4593,0.4252,0.2395,0.4667,6,2.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.5068,0.5682,0.1247,0.8333,6,2.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,2.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,2,2,T1_renal,1,0.8333,0.8333,0.1111,0.0224,-0.393,0.4575,0.218,0.6,6,4.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,2,2,T2_breast,2,0.6667,0.6667,1.0,0.0,0.165,0.593,0.1245,0.7667,6,4.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,4,2,T1_renal,1,0.8333,0.8333,0.0476,0.0105,-0.1901,0.3007,0.2388,0.6667,6,7.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
lwf,0,4,2,T2_breast,2,0.8333,0.8333,1.0,0.0,0.1362,0.4599,0.1635,0.9333,6,7.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,1,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.4355,0.4737,0.2249,0.4667,6,1.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,1,2,T1_renal,1,0.8333,0.8333,0.3333,0.0516,-0.4304,0.4527,0.2286,0.4667,6,3.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,1,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.6318,0.5833,0.1262,0.8333,6,3.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,2.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,2,2,T1_renal,1,0.8333,0.8333,0.1111,0.0331,-0.4238,0.4653,0.2135,0.6,6,5.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,2,2,T2_breast,2,1.0,1.0,1.0,0.0,0.3336,0.5971,0.1214,0.7667,6,5.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,4,2,T1_renal,1,0.8333,0.8333,0.0794,0.0169,-0.192,0.3044,0.236,0.6667,6,11.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
replay,0,4,2,T2_breast,2,0.8333,0.8333,1.0,0.0,0.0505,0.4541,0.1677,0.9333,6,11.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,1,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.4355,0.4737,0.2249,0.4667,6,1.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,1,2,T1_renal,1,0.8333,0.8333,0.3333,0.038,-0.3979,0.4617,0.2256,0.4667,6,3.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.3211,0.6046,0.1171,0.8333,6,3.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,1.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,2,2,T1_renal,1,0.6667,0.6667,0.2222,0.0121,-0.4003,0.4675,0.213,0.6,6,5.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,2,2,T2_breast,2,1.0,1.0,1.0,0.0,0.2711,0.5951,0.1235,0.7667,6,5.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,4,2,T1_renal,1,0.8333,0.8333,0.0476,0.0087,-0.1975,0.3051,0.2359,0.6667,6,8.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
distill,0,4,2,T2_breast,2,1.0,1.0,1.0,0.0,0.1762,0.4699,0.1603,0.9333,6,8.4,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,1,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.4355,0.4737,0.2249,0.4667,6,1.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,1,2,T1_renal,1,0.8333,0.8333,0.3333,0.0403,-0.4422,0.4651,0.2265,0.4667,6,2.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.0565,0.5745,0.1277,0.8333,6,2.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
