method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order
ewc,2,1,2,T1_renal,1,0.6667,0.6667,0.0,0.1359,0.2745,0.4615,0.1749,0.5667,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.5524,0.5449,0.1413,0.6333,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,2,1,T1_renal,1,0.5,0.5,1.0,-0.0,-0.8677,0.6243,0.1325,0.6333,6,2.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,2,2,T1_renal,1,0.8333,0.8333,0.0556,0.0353,-0.0744,0.6143,0.1285,0.6333,6,6.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,2,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.1461,0.5741,0.1214,0.7333,6,6.4,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,4,1,T1_renal,1,0.3333,0.3333,1.0,-0.0,-0.6058,0.6239,0.1038,0.6667,6,3.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,4,2,T1_renal,1,0.6667,0.6667,0.1032,0.0109,-0.1727,0.6168,0.1059,0.6667,6,12.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ewc,2,4,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.1944,0.4303,0.1677,0.6333,6,12.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,1,1,T1_renal,1,0.6667,0.6667,1.0,-0.0,-1.3155,0.4806,0.1977,0.5667,6,1.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,1,2,T1_renal,1,0.5,0.5,0.0,0.0523,-0.3899,0.4688,0.18,0.5667,6,2.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.5229,0.494,0.1688,0.6333,6,2.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,2,1,T1_renal,1,0.5,0.5,1.0,-0.0,-0.8677,0.6243,0.1325,0.6333,6,2.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,2,2,T1_renal,1,0.5,0.5,0.0556,0.0133,-0.5594,0.6246,0.1266,0.6333,6,4.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,2,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,-0.1293,0.5602,0.1292,0.7333,6,4.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,4,1,T1_renal,1,0.3333,0.3333,1.0,-0.0,-0.6058,0.6239,0.1038,0.6667,6,4.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,4,2,T1_renal,1,0.8333,0.8333,0.0794,0.0049,0.1574,0.6268,0.1018,0.6667,6,8.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
lwf,2,4,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.0212,0.4334,0.1655,0.6333,6,8.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,1,1,T1_renal,1,0.6667,0.6667,1.0,-0.0,-1.3155,0.4806,0.1977,0.5667,6,1.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,1,2,T1_renal,1,0.5,0.5,0.0,0.0487,-0.5065,0.4603,0.1917,0.5667,6,3.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.55,0.5486,0.1447,0.6333,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,2,1,T1_renal,1,0.5,0.5,1.0,-0.0,-0.8677,0.6243,0.1325,0.6333,6,2.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,2,2,T1_renal,1,0.3333,0.3333,0.0,0.0192,-0.4011,0.6188,0.1289,0.6333,6,6.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,2,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.3226,0.5756,0.1182,0.7333,6,6.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,4,1,T1_renal,1,0.3333,0.3333,1.0,-0.0,-0.6058,0.6239,0.1038,0.6667,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,4,2,T1_renal,1,0.5,0.5,0.1,0.0149,-0.6028,0.6182,0.1096,0.6667,6,11.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
replay,2,4,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.1056,0.4405,0.1618,0.6333,6,11.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,1,1,T1_renal,1,0.6667,0.6667,1.0,-0.0,-1.3155,0.4806,0.1977,0.5667,6,1.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,1,2,T1_renal,1,0.6667,0.6667,0.3333,0.0335,-0.7019,0.4659,0.1915,0.5667,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,1,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.4954,0.5391,0.1513,0.6333,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,2,1,T1_renal,1,0.5,0.5,1.0,-0.0,-0.8677,0.6243,0.1325,0.6333,6,1.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,2,2,T1_renal,1,0.5,0.5,0.1111,0.0146,-1.0386,0.616,0.133,0.6333,6,4.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,2,2,T2_breast,2,0.8333,0.8333,1.0,0.0,0.195,0.5693,0.1222,0.7333,6,4.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,4,1,T1_renal,1,0.3333,0.3333,1.0,-0.0,-0.6058,0.6239,0.1038,0.6667,6,3.4,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,4,2,T1_renal,1,0.5,0.5,0.2349,0.0036,-0.2543,0.6229,0.1029,0.6667,6,11.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
distill,2,4,2,T2_breast,2,0.5,0.5,1.0,-0.0,-0.044,0.4362,0.1638,0.6333,6,11.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ours,2,1,1,T1_renal,1,0.6667,0.6667,1.0,-0.0,-1.3155,0.4806,0.1977,0.5667,6,1.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
ours,2,1,2,T1_renal,1,0.3333,0.3333,0.1667,0.0256,-1.361,0.4692,0.1965,0.5667,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s2,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 2 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s2 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_2 --resume,pilot40,main
