method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order,gate_v2_role
ours_uniform,1,4,2,lung,2,0.8538,0.8526,1.0,-0.0,0.0376,0.6159,0.1315,0.8484,95,295.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,3,esca,1,0.9375,0.9333,0.1238,0.011,-0.0827,0.6521,0.1416,0.8857,15,505.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,3,lung,2,0.8531,0.8526,0.1219,0.0075,0.0313,0.6162,0.1328,0.8484,95,507.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,3,rcc,3,0.9611,0.9605,1.0,0.0,0.2264,0.7404,0.0955,0.9261,76,509.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,4,esca,1,0.875,0.8667,0.1079,0.013,-0.0643,0.6557,0.1396,0.8857,15,778.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,4,lung,2,0.8654,0.8632,0.1119,0.0155,0.0176,0.6195,0.1328,0.8484,95,780.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,4,rcc,3,0.9713,0.9737,0.114,0.0062,0.2032,0.7474,0.0926,0.9261,76,782.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,1,4,4,brca,4,0.9136,0.9247,1.0,-0.0,0.0983,0.5992,0.1334,0.7939,93,784.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,1,esca,1,0.9375,0.9333,1.0,-0.0,0.1525,0.7539,0.1017,0.8714,15,27.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,2,esca,1,0.9375,0.9333,0.0857,0.0079,-0.1294,0.7558,0.1021,0.8714,15,297.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,2,lung,2,0.8953,0.8947,1.0,-0.0,0.0792,0.6542,0.1226,0.8266,95,299.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,3,esca,1,0.9375,0.9333,0.073,0.0125,-0.1221,0.7569,0.1019,0.8714,15,509.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,3,lung,2,0.8456,0.8421,0.0955,0.0073,-0.0766,0.6503,0.1248,0.8266,95,511.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,3,rcc,3,0.9528,0.9605,1.0,-0.0,0.194,0.7731,0.0891,0.9029,76,513.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,4,esca,1,0.875,0.8667,0.0794,0.0195,-0.0659,0.7579,0.1004,0.8714,15,773.9,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,4,lung,2,0.8456,0.8421,0.0965,0.0141,-0.0726,0.6508,0.1255,0.8266,95,776.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,4,rcc,3,0.9611,0.9605,0.1617,0.0062,0.175,0.7794,0.0861,0.9029,76,778.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,2,4,4,brca,4,0.8745,0.9247,1.0,-0.0,0.103,0.6255,0.1289,0.8358,93,780.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,1,esca,1,0.875,0.8667,1.0,0.0,-0.0883,0.7484,0.1068,0.8839,15,28.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,2,esca,1,0.875,0.8667,0.2717,0.0097,-0.0823,0.7501,0.1087,0.8839,15,297.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,2,lung,2,0.8456,0.8421,1.0,-0.0,0.0055,0.6602,0.1212,0.8219,95,299.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,3,esca,1,0.9375,0.9333,0.2705,0.0157,-0.0035,0.7519,0.1086,0.8839,15,509.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,3,lung,2,0.8449,0.8421,0.2131,0.0095,-0.0155,0.6591,0.1225,0.8219,95,511.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.2121,0.7428,0.0939,0.9367,76,512.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,4,esca,1,0.875,0.8667,0.1511,0.0113,-0.0684,0.751,0.1078,0.8839,15,772.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,4,lung,2,0.8239,0.8211,0.1184,0.0204,0.0101,0.6596,0.1221,0.8219,95,775.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,4,rcc,3,0.9713,0.9737,0.2312,0.0075,0.1953,0.7536,0.0897,0.9367,76,776.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,3,4,4,brca,4,0.8873,0.914,1.0,-0.0,0.0606,0.6453,0.1241,0.7381,93,778.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,1,esca,1,0.8571,0.8667,1.0,-0.0,-0.0415,0.6873,0.1219,0.8732,15,27.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,2,esca,1,0.7946,0.8,0.1619,0.0083,-0.0384,0.6927,0.1205,0.8732,15,299.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,2,lung,2,0.8756,0.8737,1.0,-0.0,0.0232,0.6616,0.1209,0.8401,95,301.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,3,esca,1,0.9375,0.9333,0.1079,0.014,-0.0075,0.6929,0.1212,0.8732,15,479.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,3,lung,2,0.8538,0.8526,0.1348,0.0055,-0.0149,0.6643,0.1202,0.8401,95,481.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,3,rcc,3,0.9528,0.9605,1.0,-0.0,0.1976,0.7528,0.0903,0.9281,76,483.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,4,esca,1,0.8661,0.8667,0.167,0.0157,-0.1302,0.6921,0.1206,0.8732,15,693.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,4,lung,2,0.8558,0.8526,0.145,0.0132,-0.0661,0.6657,0.1206,0.8401,95,695.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,4,rcc,3,0.924,0.9342,0.1558,0.0048,0.197,0.7574,0.0881,0.9281,76,697.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
ours_uniform,4,4,4,brca,4,0.8873,0.914,1.0,-0.0,0.0612,0.6338,0.1228,0.7919,93,699.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,comparator_completion_k4
distill,3,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0048,0.718,0.1102,0.9071,15,5.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,2,esca,1,0.9286,0.9333,0.1333,0.0433,0.6101,0.6905,0.1139,0.9071,15,59.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,2,lung,2,0.8654,0.8632,1.0,-0.0,-0.1352,0.6805,0.1348,0.7535,95,60.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,3,esca,1,0.9286,0.9333,0.2,0.0559,0.6106,0.7054,0.1052,0.9071,15,104.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,3,lung,2,0.8449,0.8421,0.4,0.0353,-0.1286,0.6575,0.1426,0.7535,95,104.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,3,rcc,3,0.9426,0.9474,1.0,-0.0,0.8243,0.8006,0.0739,0.8533,76,105.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,4,esca,1,0.9375,0.9333,0.0667,0.0964,0.569,0.709,0.1094,0.9071,15,156.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,4,lung,2,0.8327,0.8316,0.3474,0.0491,-0.143,0.6648,0.1398,0.7535,95,157.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,4,rcc,3,0.9426,0.9474,0.4342,0.0249,0.874,0.795,0.0764,0.8533,76,157.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,1,4,brca,4,0.9001,0.9032,1.0,-0.0,0.3115,0.7382,0.1021,0.655,93,158.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1337,0.7348,0.1115,0.825,15,10.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,2,esca,1,0.9375,0.9333,0.2222,0.0113,-0.0044,0.7306,0.1112,0.825,15,114.2,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,2,lung,2,0.8436,0.8421,1.0,0.0,-0.1591,0.6497,0.1317,0.7867,95,115.2,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,3,esca,1,0.9375,0.9333,0.0889,0.0138,-0.0045,0.7245,0.1127,0.825,15,194.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,3,lung,2,0.8341,0.8316,0.2386,0.0114,-0.1324,0.6422,0.1355,0.7867,95,195.0,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.4128,0.7558,0.0877,0.8825,76,195.9,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,4,esca,1,0.9375,0.9333,0.1556,0.0156,0.2046,0.7218,0.1149,0.825,15,293.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,4,lung,2,0.8443,0.8421,0.207,0.0178,-0.0117,0.6319,0.1384,0.7867,95,294.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,4,rcc,3,0.963,0.9737,0.2281,0.0183,0.4514,0.7625,0.0846,0.8825,76,295.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,3,2,4,brca,4,0.8873,0.914,1.0,-0.0,0.11,0.603,0.1363,0.7233,93,296.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,1,esca,1,0.9375,0.9333,1.0,0.0,0.0792,0.763,0.1006,0.7982,15,5.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,2,esca,1,1.0,1.0,0.1333,0.0315,0.6611,0.7627,0.0951,0.7982,15,60.9,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,2,lung,2,0.8347,0.8316,1.0,-0.0,-0.017,0.6801,0.1407,0.7368,95,61.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,3,esca,1,1.0,1.0,0.2,0.0446,0.6559,0.7675,0.0886,0.7982,15,105.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,3,lung,2,0.8551,0.8526,0.4632,0.0262,0.0683,0.6677,0.1453,0.7368,95,105.7,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,3,rcc,3,0.9611,0.9605,1.0,-0.0,0.8147,0.8298,0.0654,0.8931,76,106.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,4,esca,1,1.0,1.0,0.0,0.0789,0.6464,0.7481,0.095,0.7982,15,159.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,4,lung,2,0.8756,0.8737,0.3158,0.0504,0.0908,0.6561,0.1495,0.7368,95,160.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,4,rcc,3,0.9592,0.9474,0.3421,0.0247,0.7861,0.8213,0.0693,0.8931,76,160.8,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,1,4,brca,4,0.8745,0.9247,1.0,-0.0,0.2774,0.7154,0.111,0.6746,93,161.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,1,esca,1,0.9375,0.9333,1.0,0.0,-0.1368,0.7328,0.1141,0.925,15,9.5,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,2,esca,1,0.9375,0.9333,0.1556,0.0174,0.2751,0.7351,0.1098,0.925,15,109.1,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,2,lung,2,0.8749,0.8737,1.0,-0.0,0.0333,0.63,0.1418,0.8127,95,110.3,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,3,esca,1,0.9375,0.9333,0.0889,0.0177,0.2335,0.7305,0.1109,0.925,15,191.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,3,lung,2,0.8654,0.8632,0.3579,0.0134,-0.0219,0.6199,0.1451,0.8127,95,192.6,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,3,rcc,3,0.9713,0.9737,1.0,-0.0,0.437,0.7675,0.0845,0.9072,76,193.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,4,esca,1,0.7946,0.8,0.0222,0.0295,0.1171,0.7286,0.1098,0.925,15,289.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
distill,4,2,4,lung,2,0.8647,0.8632,0.2211,0.0245,0.0297,0.6158,0.1464,0.8127,95,290.4,mps,2.12.0,False,True,1,mps,gate_v2_20260816T073200Z,22500ef30e3a100321e0aafc68c7babd548de254,aaron-mac.local,scripts/run_gate_v2.py --device mps --tag gate_v2_20260816T073200Z --resume,can,main,utility_backfill_seeds34
